Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
71,8,88.59,Las Flores,,$15.10/lb,"$31,891.20 ",BPC for Coffee Fiel,Roger Antonio Domingez Marquez,"1,512",Honduras,2016,Marcala,La Paz,"Dense, viscous, candy, chocolate sweetness, tea like structure, smooth","Orange, caramel, butterscotch, passion fruit, cranberry lime, pear, cinnamon, chocolate floral, jasmine, honey","Intense, complex, lemon-lime, bright",Washed,Catuai,,-,Honduras
72,9,88.49,La Montañita,,$13.40/lb,"$15,919.20 ",elbgold Roestkaffee GmbH,Evin Joel Moreno Reyes,"1,550",Honduras,2016,Las Vegas,Santa Barbara,"Full, creamy mouth feel, nice after taste velvety long finish, smooth, super sweet, grew as it cooled","Chocolate, red apple, toffee, tamarind, Christmas cake, dried fruit, spice, orange, mild chocolate, brown sugar","Defined, tartaric, crisp",Washed,Pacas,,-,Honduras
73,10,88.31,Gosen,,$13.50/lb,"$19,602.00 ",TERAROSA (HAKSAN Co.Ltd),Ronal Alexander Nolasco Argueta,"1,403",Honduras,2016,Chinacla,La Paz,"Red wine, almond chocolate, silky, mouthfeel juicy, fruit punch, soft, delicate","Floral, jasmine, peach, toffee cherry, peach, citrus, honeysuckle, dark grape","Tartaric, malic, persistent, lively",Washed,Catuai,,-,Honduras
74,11,87.83,El Nacimiento No. 2,,$13.10/lb,"$19,021.20 ","Time’s Club, Your Coffee, Coffee Libre, & Proud Mary",Fani Yeselia Moreno Lopez,"1,650",Honduras,2016,Santa Barbara,Santa Barbara,"Dense silky, sweet aftertaste, rich sophisticated","Black current, honey, toffee, maple syrup, vanilla, dates, red wine","Complex, sweet, black berry, tartaric",Washed,Pacas,,-,Honduras
75,12,87.54,Nueva Esperanza (2016),,$13.50/lb,"$16,038.00 ",Kyokuto Fadie Corporation,David Omar Muoz Ulloa,"1,600",Honduras,2016,Santa Barbara,Santa Barbara,"Very clean transparent, long, juicy, sweet at the end","Floral, brown sugar, orange, red apple, hibiscus, spicy, red grape, pomengranate dried apricot, cranapple, mission fig","Tartaric, crisp, malic, complex, prolonged",Washed,Pacas,,-,Honduras
76,13,87.48,Los Ingertos (2016),,$10.10/lb,"$17,998.20 ",Campos Coffee,Dimas Antonio Claros Cardona,"1,495",Honduras,2016,Marcala,La Paz,"Delicate, good body, long, after taste finish, juicy, improved as it cooled silky","Floral, honey, red apple, plums, chocolate, flowers, chrysanthemum, toffee macadamia nut","Complex, effervescent tartaric winey, structured",Washed,Catuai,,-,Honduras
77,14,87.45,El Naranjo,,$10.30/lb,"$15,944.40 ",Latorre & Dutch Coffee Traders,Carmen Fabiola Fiallos Melendez,"1,315",Honduras,2016,Marcala,La Paz,"Toffee aftertaste, smooth creamy thick","Toffee, strawberry, coffee fruit caramel green apple, peach, brown sugar","Malic, lively crisp",Washed,Catuai,,-,Honduras
78,15,87.41,El Durazno,,$13.00/lb,"$31,746.00 ","Coffee Libre,DeepBlueLake, Mariage Coffee, Coffee Montage, Coffee Place, Tare Coffee Roasters & Coffee Thoth Roasters",Marcelo Olvan Ventura,,Honduras,2016,Jesus de Otoro,Intibuca,"Long sweet silky finsih, very clean rich full body smooth long taste, balanced","Floral, honey, panella, green apple, camomile mandarin, lychee, toffee vanilla orange cape goosberry, golden berry, apricot","structured, complex, persistent soft, medium intensity",Washed,Lempira,,-,Honduras
79,16,87.28,Bella Vista (2016),,$11.20/lb,"$15,523.20 ","Orsir Coffee Co., Ltd",Alex Ramon Ponce Rodriguez,"1,628",Honduras,2016,Cabaas,La Paz,"Full body, viscous dense round, syrupy,","Lemons, flan, macha, guave, roast almond, peach, stone fruits, apple, sultana","Malic, fine complex, persistent",Washed,Catuai,,-,Honduras
80,17,87.24,El Matazano (2016),,$10.10/lb,"$13,998.60 ","Mercanta The Coffee Hunters for Mokkamestarit (Finland), Origin Coffee Roasting (South Africa), Knockhouse Supply Co (Singapore), Pacamara Roaster (Thailand), Meraki Coffee Counter (Maldive Islands), Artisan Roast (Malaysia) & MAIF Trading (Thailand)",Francisco Antonio Castillo David,"1,500",Honduras,2016,Tutule,La Paz,"Transparent, juicy, aftertaste, velvety, round mouthfeel","Intense aroma, sweet, stone fruit, soft acidity, orange, citrus fruits, chocolate, cherry, blackberry, honey","Malic, crisp, lime juice ,tartaric, valenica orange, structured, persistent",Washed,Catuai,,-,Honduras
81,18,87.19,Buena Vista,,$10.10/lb,"$12,665.40 ",Wataru for NOZY COFFEE,Hernn Gmez Reyes,"1,815",Honduras,2016,Masaguara,Intibuca,"Lemongrass, viscous, silky, custard like","Honey, vanilla, plum, white chocolate, papaya, red fruit",Lively,Washed,IHCAFE 90,,-,Honduras
82,19,87,El Durasno (2016),,$10.10/lb,"$13,332.00 ",UCC Coffee UK,Orbin Yovani Dominguez Matute,"1,696",Honduras,2016,Masaguara,Intibuca,"Round, juicy","Vanilla, peach, toasted almond, toffee","Lively citric, zesty",Washed,Catuai,,-,Honduras
83,20,86.9,El Filo (2016),,$10.20/lb,"$12,790.80 ","Wataru & Co., Ltd",Miguel Moreno Leiva,"1,550",Honduras,2016,Las Vegas,Santa Barbara,"Hige body buttery, viscous, creamy, round","Chocolate orange, yellow fruit, bakers spice, sultana choclotae malt, toffee, orange peel, honey, camomile","Malic, crisp, lively, medium high intensity",Washed,Pacas,,-,Honduras
84,21,86.8,Yire (2016),,$10.20/lb,"$12,117.60 ",LaB Academy & Coffee,Juan Carlos Manueles Ventura,"1,774",Honduras,2016,Santa Elena,La Paz,"Sweet very long aftertaste, smooth well rounded","Cranberry, oragne, floral, chocolate, orange zest, cinnamon, vanilla","Juicy, complex, intense, mouth exapnding, lime citric",Washed,Pache,,-,Honduras
85,22,86.33,Orellana (2016),,$10.10/lb,"$14,665.20 ","Wataru & Co., Ltd.",Bryan Alberto Orellana Matamoros,"1,520",Honduras,2016,San Francisco Ojueras,Santa Barbara,"Dense, vicscous, long, sweet, finish juicy","Chocolate, caramel,cedar red apple, vanilla, green apple, kiwi citric, apricot, lemon grass","Red currant malic, apple, refined, bright",Washed,Catuai,,-,Honduras
86,23,86.2,Las Manzanas (2016),,$10.20/lb,"$16,830.00 ","Wataru & Co., Ltd.",Dely Suyapa Matute Ramirez,"1,724",Honduras,2016,Masaguara,Intibuca,"Vibrant, buttery","Dark chocolate, honey, toffee hazelnut, vanilla, brioche",Line citric,Washed,IHCAFE 90,,-,Honduras
87,1a,91.81,El Laurel 2017,,$124.50/lb,"$55,441.10 ","Maruyama Coffee, Uchida Coffee CREAR, Sarutahiko Coffee, and Difference Coffee(UK)",Oscar Daniel Ramirez Valerio,1400,Honduras,2017,Danli,El Paraiso,"pineapple, complex, nectar, dry wine, finish rose hips. floral","honey, jasmine, grape, honey, lemon peel, papaya, honeysuckle, acidity, green apples concord grapes","structures, bergamot, perfume",Washed,Parainema,9 Hectares,10 Hectares,Honduras
88,1b,91.81,El Laurel 2017,,$122.90/lb,"$40,641.80 ",KASAI COFFEE for 27 COFFEE ROASTERS,Oscar Daniel Ramirez Valerio,1400,Honduras,2017,Danli,El Paraiso,"pineapple, complex, nectar, dry wine, finish rose hips. floral","honey, jasmine, grape, honey, lemon peel, papaya, honeysuckle, acidity, green apples concord grapes","structures, bergamot, perfume.",Washed,Parainema,9 Hectares,10 Hectares,Honduras
89,2a,91.62,Las Peñitas 2017,,$29.40/lb,"$13,092.11 ",Campos Coffee,Jorge Arturo Benitez Miranda,1500,Honduras,2017,Santa Barbara,Santa Barbara,"aftertaste, creamy mf, balance, perfectly, fruit in aftertaste, sugar cane, all through hot to cold, better as cool","cake, white wine Melon, hibiscus, white grape, machine cherry, black cherry passion, manor peach","bright complex,",Washed,Bourbón,2 Hectares,2 Hectares,Honduras
90,2b,91.62,Las Peñitas 2017,,$38.60/lb,"$12,764.63 ","UCC Ueshima Coffee Co., Ltd.",Jorge Arturo Benitez Miranda,1500,Honduras,2017,Santa Barbara,Santa Barbara,"aftertaste, creamy mf, balance, perfectly, fruit in aftertaste, sugar cane, all through hot to cold, better as cool","cake, white wine Melon, hibiscus, white grape, machine cherry, black cherry passion, manor peach","bright complex,",Washed,Bourbón,2 Hectares,2 Hectares,Honduras
91,3a,90.78,El Guayabo 2017,,$22.10/lb,"$12,108.37 ",June’s Garden Coffee,Mario Alexis Moreno Leiva,1650,Honduras,2017,Las Vegas,Santa Barbara,"stone fruit, lychee","orange, black grapes, grape juice, raspberry, fresh, grapes, berry","blue berry, hibiscus, complex, long to start to finish consistent",Washed,Pacas,2 Hectares,2 Hectares,Honduras
92,3b,90.78,El Guayabo 2017,,$22.00/lb,"$11,640.42 ","Latorre and Dutch Coffee Traders, The Coffee Companion, 3am Coffee, Mother Pigeon Coffee, Kopiku Indonesia, Noah’s Barn, Simon & Sons, Curious People Roastery.",Mario Alexis Moreno Leiva,1650,Honduras,2017,Las Vegas,Santa Barbara,"stone fruit, lychee","orange, black grapes, grape juice, raspberry, fresh, grapes, berry","blue berry, hibiscus, complex, long to start to finish consistent",Washed,Pacas,2 Hectares,2 Hectares,Honduras
93,4,89.65,Las Flores 2017,,$17.10/lb,"$18,057.60 ",Camel Step Roasters,Natalia Pineda Molina,1500,Honduras,2017,Chinacla,La Paz,"candy, sweet, fruit tart finish,","bubble gum, guava, strawberry, juicy red wine, tropical fruit, tropical, cherry, fruits, plum, jasmine, jammy","tartaric, complex, complete, articulate",Natural,Catuai,2 Hectares,2 Hectares,Honduras
94,5,89.35,Los Robles 2017,,$16.10/lb,"$16,663.50 ","UCC Ueshima Coffee Co., Ltd.",Sergio Enamorado Moreno,1650,Honduras,2017,Las Vegas,Santa Barbara,"creamy mf, wine, refined, orange= tart","plum, honey, cinnamon, purple flowers, blackberry, green apple, cherry, honey","orange malic, complex,",Washed,Pacas,1.5 Hectares,1.5 Hectares,Honduras
95,6,89.22,El Liquidambo 2017,,$14.10/lb,"$12,323.40 ",Kaffebrenneriet As,Ma Nery Marquez Granados,1409,Honduras,2017,Marcala,La Paz,"lingering aftertaste, long finish sugar cane juicy, nectar, honey, jasmine finish, watermelon, chocolate","melon orange, strawberry, cherry, stone fruity, apricot","subtle, layered tangerine",Washed,Catuai,3 Hectares,3 Hectares,Honduras
96,7,88.76,La Colmena 2017,,$20.00/lb,"$28,320.00 ",KASAI COFFEE for 27 COFFEE ROASTERS,Angel Arturo Paz Ramirez,1630,Honduras,2017,Santa Barbara,Santa Barbara,"velvety body, milk chocolate syrup","peach, back berry, pinaablne, orane, grave, honeys molasses, apricot, all fruit basket, botanical lemon grass, melons,","orange, bright, complex, refines. intense",Washed,Catuai,4.2 Hectares,4.2 Hectares,Honduras
97,8,88.62,El Cedro 2017,,$12.60/lb,"$14,968.80 ",Terarosa (Haksan Co.Ltd),Wilson Orlando Moreno Lopez,1650,Honduras,2017,Las Vegas,Santa Barbara,"caramel, round syrupy mouthfeel juicy sweet, white wine finish round","Toffy, red grape, dusty coco, mandarin orange, melon, black currant, bergamot","mallic, tartaric, bright., vibrant,",Washed,Pacas,1 Hectares,1 Hectares,Honduras
98,9,88.26,El Barrancon 2017,,$16.60/lb,"$13,529.00 ","Orsir Coffee, TRN (Taiwan Roasters Network)",Jose Santos Guevara Lopez,1735,Honduras,2017,Santa Ana,La Paz,"structures, full body, honey roason","peach, lemon, strawberry, apricot. Stone fruit, cinnamon, pipe tobacco.","bright, tropical assisicty, mallic,",Washed,Catuai,1 Hectares,1 Hectares,Honduras
99,10,88,El Roblar 2017,,$16.09/lb,"$20,176.86 ","Coffee Libre, DeepBlueLake, Mariage Coffee, Coffee Montage, Coffee Place, Tare Coffee Roasters & Coffee Thoth Roasters",Rosa Dimas Funes Macias,1650,Honduras,2017,San Sebastian,Comayagua,"juicy fruit, round velvet, syrup, caramel","honey, pineapple, red wine, cacao, mango, marshmallow big grape","vibrant,",Washed,Lempira,3.5 hectares,7.7 hectares,Honduras
100,11,87.51,Chimichales 2017,,$10.00/lb,"$16,200.00 ","Wataru & Co., Ltd",Alexis Hernandez Mejia,1450,Honduras,2017,Concepcion Del Sur,Santa Barbara,"creamy, round syrup, fruit driven, caramel","cumquat, Prunes, nougat caramel, green apple and white grape florals orange honey","citric, tartaric, bright,",Washed,Catuai,2 hectares,2 hectares,Honduras
101,12,87.37,El Eden 2017,,$11.60/lb,"$9,187.20 ",MOMOS COFFEE,Luis Callejas,1600,Honduras,2017,Santa Lucia,Francisco Moraza_n,"viscus, creamy mouthfeel, kiwi, fruit sweet juice","mango, sour cherry, green apple coffee blossom, picot, current, s","malic, citric, orange, juice",Washed,Ruiru 11,5 hectares,35 hectares,Honduras
102,13,87.32,La Leona 2017,,$11.20/lb,"$14,145.60 ","Wataru & Co., Ltd",Jose Maria Lopez Tobar,1646,Honduras,2017,Concepcion Del Sur,Santa Barbara,"floral, Earl grey tea finish, juicy","honey, cream nectarine, apple, cherry, malic","bright, floral, refined.",Washed,Catuai,5 hectares,12 hectares,Honduras
103,14,87.32,Malraud 2017,,$12.30/lb,"$10,024.50 ","Latorre and Dutch Coffee Traders, The Coffee Companion, 3am Coffee, Mother Pigeon Coffee, Kopiku Indonesia, Noah’s Barn, Simon & Sons, LaB Coffee, The Choi Coffee Roasters, Gee Coffee Roasters, Della Cassa, Coffee Elephant (Cafe Gather)",Humberto Maldonado Robles,1600,Honduras,2017,Distrito Central,Francisco Moraza_n,"viscous, long finish, Carmela, round body, sugary, honey sweet, honey water.","plum almond, caramel, honey, ouzo, red orange cane sugar","red apple, dried fruit,",Washed,Pacamara,,-,Honduras
104,15,87.26,El Aguacate 2017,,$10.90/lb,"$8,294.90 ","Wataru & Co., Ltd",Leonel Diaz Castan_eda,1680,Honduras,2017,San Jeronimo,Comayagua,"Round mouthfeel, sweet, fresh black tea, lemonade, green grape Carmelo",,"very refined, tangy,",Washed,Lempira,1.2 hectares,1.2 hectares,Honduras
105,16,87.24,San Judas Tadeo 2017,,$10.80/lb,"$10,843.20 ",Ecom Japan Limited,Victor Manuel Leva Bulnes,1550,Honduras,2017,Santa Barbara,Santa Barbara,"round, round, velocity choc finish, sugar cane, cola","sweet orange, honey choral vanilla, grape, brown sugar, red berry, black current","bright tangerine, mandarin, complex,",Washed,Catuai,3.5hectares,5.5 hectares,Honduras
106,17,87.22,Don Juan 2017,,$9.70/lb,"$14,132.90 ","Linking Coffee Co., Ltd.",Juan Antonio Contreras,1750,Honduras,2017,Concepcion Del Sur,Santa Barbara,"velvet mouthfeel, round","Mango, plum peach caramel, cherry, purple, grape,","apple, sweet",Washed,Pacas,18 hectares,18 hectares,Honduras
107,18,87.1,La Rinconada 2017,,$8.20/lb,"$15,153.60 ",Honu Kato Coffee Inc.,Luis Orlando Torres Valle,1670,Honduras,2017,Comayagua,Comayagua,"milk choc finish, lingering, syrupy","citric orange, black berry panela, toffy, red apple","refine,",Washed,Lempira,,-,Honduras
108,19,86.97,Genesis 2017,,$12.10/lb,"$12,644.50 ",Sample coffee roasters,Roberto Belarmino Contreras Rodriguez,1550,Honduras,2017,Santa Barbara,Santa Barbara,"round mouthfeel, sparkling sweet, refreshing black tea, lemonade, green grape","caramel, orange zest, honey, dark chock, guava, pipe tobacco lemon grass, licorice, guava","velvet, refined, tangy,",Washed,Parainema,3.5 hectares,3.5 hectares,Honduras
109,20,86.84,El Espejo 2017,,$11.10/lb,"$11,721.60 ",Kyokuto Fadie Corporation,Fredi Leonel Castellanos Hernandez,1800,Honduras,2017,Las Vegas,Santa Barbara,bright critic Tea like well balanced,"cinnamon, cocoa, caramel, apple, baker choc, molasses, green grape","tartaric lychee,",Washed,Pacas,1.5 hectares,1.5 hectares,Honduras
110,21,86.44,Los Ocotillos 2017,,$8.00/lb,"$14,080.00 ","Wataru & Co., Ltd",Francisco Velasquez,1741,Honduras,2017,Masaguara,Intibuca_,"round mouthfeel, rich, dark chocolate","honey, red apple, lemon, sugar cane, dark caramel, cherry","citric, mallic, cherry, tangerine,",Washed,Lempira,1 hectares,1 hectares,Honduras
111,22,86.41,El Durazno 2017,,$10.00/lb,"$12,500.00 ","TOA COFFEE, Coffee Meikan.",Maria Santos Funez,1510,Honduras,2017,La Paz,La Paz,"Molasses consistent, body, refined","jasmine, white wine, white grape.","tartaric, mallic, refined.",Washed,Lempira,1hectares,1hectares,Honduras
112,23,86.38,La Fortuna 2017,,$10.60/lb,"$9,783.80 ",Vigilante Coffee Company,Baudilio Hernandez,1600,Honduras,2017,Morazan,Yoro,"improved as cooled black tea finish, dark chocolate, long and thick","sugar syrup, kiwi, plum, bergamot. Cocoa caramels, pomegranate, almond","green apple, red cherry,",Washed,IHCAFE 90,1hectares,4 hectares,Honduras
113,24,86.22,Montecillos 2017,,$9.70/lb,"$10,582.70 ",Wataru for NOZY COFFEE,Wilmer Alexi Grau Montoya,1671,Honduras,2017,Masaguara,Intibuca_,"full body creamy pleasure, lingering aftertaste. caramels","sugar cane, caramels, lime, honey, apricot, bakers choc","big yellow cherry, green apple, passion fruit",Washed,Catuai,4 hectares,4 hectares,Honduras
114,1A,93.43,San Francisco – Fabio Antonio Caballero,,$80.60/lb,"$26,653.61 ","Maruyama Coffee (Japan), Sarutahiko Coffee (Japan), Intelligentsia Coffee (U.S.A.)",Fabio Antonio Caballero Martinez,1350,Honduras,2018,Marcala,La Paz,"Elegant, velvety, syrupy,","Coffee blossom, honey, Perfumey, Mango, jasmine, cocoa nibs,","Refined acidity, delicate, malic",Washed,Geisha Emperador,,,Honduras
115,1B,93.43,San Francisco – Fabio Antonio Caballero,,$80.10/lb,"$26,376.93 ",Brew92 Cafe & Roastery,Fabio Antonio Caballero Martinez,1350,Honduras,2018,Marcala,La Paz,"Elegant, velvety, syrupy,","Coffee blossom, honey, Perfumey, Mango, jasmine, cocoa nibs,","Refined acidity, delicate, malic",Washed,Geisha Emperador,,,Honduras
116,2A,92.64,Los Pinos – Remiery Orlando Carvajal Guevara,,$27.30/lb,"$7,222.49 ",Orsir Coffee(Taiwan),Remiery Orlando Carvajal Guevara,1600,Honduras,2018,San Andres,Lempira,"Elegant, molasses-like sweet finish","Jasmine, honey, plum, cinnamon, rose, lemongrass","Structured, bright, well balanced",Washed,Typica,,,Honduras
117,2B,92.64,Los Pinos – Remiery Orlando Carvajal Guevara,,$27.20/lb,"$7,165.84 ","27 COFFEE ROASTERS（Kasai Coffee Co.ltd), Honey Coffee（Izaki Coffee Co.lt), SAZA COFFEE",Remiery Orlando Carvajal Guevara,1600,Honduras,2018,San Andres,Lempira,"Elegant, molasses-like sweet finish","Jasmine, honey, plum, cinnamon, rose, lemongrass","Structured, bright, well balanced",Washed,Typica,,,Honduras
118,3A,91.18,Nacimiento # 2 – Fani Yeselia Moreno Lopez,,$20.09/lb,"$8,601.73 ","MOMOS COFFEE, BLACKUP COFFEE, IN EARTH COFFEE, MAVIS COFFEE, VUENUS COFFEE, SC COFFEE",Fani Yeselia Moreno Lopez,1650,Honduras,2018,Santa Barbara,Santa Barbara,"Juicy, creamy, molasses","Red apple, honey, orange, cassis,","Citric, tartaric",Washed,Pacas,,,Honduras
119,3B,91.18,Nacimiento # 2 – Fani Yeselia Moreno Lopez,,$24.09/lb,"$9,559.63 ","Time’s Club Inc. , Coffee Libre, Proud Mary",Fani Yeselia Moreno Lopez,1650,Honduras,2018,Santa Barbara,Santa Barbara,"Juicy, creamy, molasses","Red apple, honey, orange, cassis,","Citric, tartaric",Washed,Pacas,,,Honduras
120,4A,90.04,EL Plan – Leonela Villanueva Pineda,,$20.60/lb,"$6,107.08 ","Sugi Coffee Roasting, Pon Pon Coffee",Leonela Villanueva Pineda,1400,Honduras,2018,Santa Barbara,Santa Barbara,"Dense, sticky mouthfeel, silky","Hibiscus, black currant, honey, dark chocolate, plum","bright, complex, sweet, transparent",Washed,Pacas,,,Honduras
121,4B,90.04,EL Plan – Leonela Villanueva Pineda,,$17.50/lb,"$4,629.80 ",Campos Coffee,Leonela Villanueva Pineda,1400,Honduras,2018,Santa Barbara,Santa Barbara,"Dense, sticky mouthfeel, silky","Hibiscus, black currant, honey, dark chocolate, plum","bright, complex, sweet, transparent",Washed,Pacas,,,Honduras
122,5A,90.04,La Monta–a – Jose Santos Guevara Lopez,,$18.00/lb,"$5,952.42 ",Fisher Coffee / GeeCoffeeRoasters / Latorre & Dutch Coffee,Jose Santos Guevara Lopez,1650,Honduras,2018,Santa Ana,La Paz,"Juicy, smooth, silky, viscous","Caramel, milk chocolate, apricot, honey, marzipan, chardonnay","Citrus, pear, bright, round",Natural,Lempira,,,Honduras
123,5B,90.04,La Monta–a – Jose Santos Guevara Lopez,,$17.49/lb,"$5,759.46 ",Kasai Coffee,Jose Santos Guevara Lopez,1650,Honduras,2018,Santa Ana,La Paz,"Juicy, smooth, silky, viscous","Caramel, milk chocolate, apricot, honey, marzipan, chardonnay","Citrus, pear, bright, round",Natural,Lempira,,,Honduras
124,6,89.86,La Laguna – Carlos Alberto Argueta Mejia,,$12.00/lb,"$12,672.00 ",M.I.COFFEE CORPORATION,Carlos Alberto Argueta Mejia,1500,Honduras,2018,Santiago De Puringla,La Paz,"Creamy, long buttery finish, silky","Blueberry, hibiscus, mejdool dates, molasses, toffee,","structured, juicy, layered",Honey,Catimore,,,Honduras
125,7,89.04,La Monta–ita – Evin Joel Moreno Reyes,,$13.10/lb,"$8,213.70 ",Terarosa (Haksan Co.Ltd),Evin Joel Moreno Reyes,1620,Honduras,2018,Las Vegas,Santa Barbara,silky mouthfeel,"Raspberry, milk chocolate, hazelnut cream, maple,","structured, vibrant,",Washed,Pacas,,,Honduras
126,8,89.04,El Espejo – Fredi Leonel Castellanos Hernandez,,$11.30/lb,"$8,949.60 ","MOMOS COFFEE, BLACKUP COFFEE, IN EARTH COFFEE, MAVIS COFFEE, VUENUS COFFEE, SC COFFEE",Fredi Leonel Castellanos Hernandez,1800,Honduras,2018,Las Vegas,Santa Barbara,"well balanced, silky, smooth, syrupy","Strawberry jam, lavender, chocolate, vanilla, tamarind","bight, complex, structured",Washed,Pacas,,,Honduras
127,9,88.79,El Trapiche – Eugenio Muoz Teruel,,$9.00/lb,"$5,643.00 ","Wataru & Co.,Ltd.",Eugenio Muoz Teruel,1450,Honduras,2018,Santa Barbara,Santa Barbara,"Great balance, silky, round, delicate","Honey, apricot, peach, orange, mandarin, nectarine","Lively, Crisp, bright, complex",Washed,Parainema,,,Honduras
128,10,88.71,El Cielito Lindo – Extreberto Caceres Gutierrez,,$9.50/lb,"$6,583.50 ",Coffee Libre,Extreberto Caceres Gutierrez,1750,Honduras,2018,Santa Barbara,Santa Barbara,"Dense, sticky round mouthfeel,","Mango, peach, black currant, black raspberry, cane sugar, concord grape, acai`","Tartartic, bright",Washed,Pacas,,,Honduras
129,11,88.18,Los Chorritos – Donulfo Midence,,$9.50/lb,"$8,778.00 ",M.I.COFFEE CORPORATION,Donulfo Midence,1439,Honduras,2018,Teupasenti,El Paraiso,"syrupy, fresh, improves as it cools","Honey, caramel, apricot, blueberry, port wine","bright, crisp, citric, complex",Washed,Parainema,,,Honduras
130,12,87.93,Las Tres Pe–as – Duvis Alexis Moreno Reyes,,$10.70/lb,"$9,180.60 ",Terarosa (Haksan Co.Ltd),Duvis Alexis Moreno Reyes,1630,Honduras,2018,Las Vegas,Santa Barbara,"round, creamy, mouthwatery, stable","Chocolate, cocoa nibs, black cherry, cassis","crisp, sweet, juicy",Washed,Pacas,,,Honduras
131,13,87.89,Don Andres – Josue Nahun Fernandez Sabillon,,$10.50/lb,"$5,544.00 ",Coffee Libre,Josue Nahun Fernandez Sabillon,1500,Honduras,2018,Santa Barbara,Santa Barbara,"transparent, structured, silky","White grapes, honey, rose, red fruit, lychee, plum","lactic, bright, dynamic",Washed,Parainema,,,Honduras
132,14,87.86,El Brujo – Benjamin Paz Muoz,,$9.50/lb,"$5,329.50 ",Campos Coffee,Benjamin Paz Muoz,1580,Honduras,2018,Concepcion del Sur,Santa Barbara,"silky, creamy, complex","Apricot, hazelnut, red apple, Grand Cru champagne","malic, crisp, bright",Washed,Parainema,,,Honduras
133,15,87.79,El Naranjo – Carmen Fabiola Fiallos,,$9.40/lb,"$4,963.20 ",Fisher Coffee / Latorre & Dutch Coffee,Carmen Fabiola Fiallos Melendez,1315,Honduras,2018,Marcala,La Paz,"creamy, balanced, elegant","Rose syrup, coriander, almond, mandarin, cloves, caramel","delicate, sweet, citric",Washed,Catuai,,,Honduras
134,16,87.75,Moreno – Pedro Moreno,,$9.40/lb,"$11,787.60 ",Kaffebrenneriet As,Pedro Moreno,1550,Honduras,2018,Las Vegas,Santa Barbara,"silky, velvety, lingering aftertaste","Almond, green apple, green tea, apricot, bergamot, chamomile","floral, transparent, malic, well balanced",Washed,Bourbon,,,Honduras
135,17,87.71,La Sierra – Osman Pineda Alvarado,,$9.10/lb,"$6,306.30 ",Campos Coffee,Osman Pineda Alvarado,1450,Honduras,2018,Las Vegas,Santa Barbara,"juicy, vibrant, improves as it cools, well-balanced, creamy","Floral, lavender, winey, raisin, quince, pineapple","snappy, light, green apple",Washed,Parainema,,,Honduras
136,18,87.68,Nacimiento # 1 – Job Neel Cacerez Diaz,,$12.50/lb,"$8,250.00 ",Kyokuto Fadie Corporation,Job Neel Cacerez Diaz,1600,Honduras,2018,Santa Barbara,Santa Barbara,"long aftertaste, silky mouthfeel","Lemon drops, honey, milk chocolate, while grape, muscato","crisp, bright, juicy",Washed,Pacas,,,Honduras
137,19,87.57,Patriarca – Martin Galeas Mejia,,$9.10/lb,"$7,207.20 ",Wataru for Nozy Coffee,Martin Galeas Mejia,1804,Honduras,2018,Santiago De Puringla,La Paz,"smooth, silky, round","Roasted peanuts, red fruits, tobacco, dried fruit, raisin, black berry","bright, complex, crisp",Washed,Ihcafe-90,,,Honduras
138,20,87.57,Jeackeline – Angel Ruben Aplicano,,$7.05/lb,"$12,097.80 ",Nippon Coffee Trading,Angel Ruben Aplicano,1363,Honduras,2018,Trojes,El Paraiso,"silky, creamy, long sweetness, chewy","Almond, allspice, cinnamon, brown sugar, peach, honey, fuji apple","bright, citric, structured",Washed,Parainema,,,Honduras
139,21,87.5,El Ocote – Pedro Sagastume Enamorado,,$6.93/lb,"$10,977.12 ",Honu Kato Coffee Inc.,Pedro Sagastume Enamorado,1350,Honduras,2018,Santa Barbara,Santa Barbara,"creamy, big long finish","Lime, tobacco, grapefruit, orange, black cherry, chocolate","bright, crisp, tannic",Washed,Parainema,,,Honduras
140,22,87.46,Los Robles – Sergio Enamorado Moreno,,$7.90/lb,"$7,299.60 ",Kyokuto Fadie Corporation,Sergio Enamorado Moreno,1650,Honduras,2018,Las Vegas,Santa Barbara,"silky, complex, brown sugar-like, sweet aftertaste","Hibiscus, grape, peach, kiwi, dark chocolate, cascara tea, toffee","bright, citric, lemon",Washed,Pacas,,,Honduras
141,23,87.46,Chely – Nelson Rene Ramirez Rosa,,$9.15/lb,"$5,435.10 ",Collaborative Coffee Source,Nelson Rene Ramirez Rosa,1600,Honduras,2018,Santa Barbara,Santa Barbara,"Brown sugar, silky, very sweet, balanced","tropical fruit, apricot, green apple, Cavendish bananas, milk chocolate","malic, tangerine, lively",Semi-Washed,Pacas,,,Honduras
142,24,87.43,El Paraiso – Wil Edilberto Armijo,,$7.00/lb,"$6,250.09 ","Wataru & Co., Ltd.",Wil Edilberto Armijo,1550,Honduras,2018,Las Vegas,Santa Barbara,"silky, juicy, lingering finish","Honey, floral, chocolate, apricot, dark cherry, pear","Balanced, crisp,",Honey,Ihcafe-90,,,Honduras
