Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
37,13,87.24,Finca Monte Llano Bonito,,$8.70/lb,"$13,232.70 ",Kyokuto Fadie Corporation,Francisco Mena Vilchez,1700,Costa Rica,2015,"Naranjo, Cirri, Lourdes",Valle Occidental,"Long after finish, dark caramel, harmonious, very balanced between acidity and sweetness","Honeysuckle, red apple, yellow stone fruit, black cherry, pinot noir, caramel, brown sugar, honeydew, lime, candied peach","Tartaric, complex fruit, citric",Washed,Caturra,5 hectares,41 hectares,Costa Rica
38,14,87.18,Finca el Trapiche,,$9.10/lb,"$13,841.10 ",Campos Coffee,Efrain Naranjo Blanco,1900,Costa Rica,2015,"Llano Bonito, León Cortés",Tarrazú,"Syrupy mouth feel, long sweet finish, well structured","Allspice, lemon curd, caramel, milk chocolate, sugar cane, orange, red apple","Citric, juicy, bright, complex, crisp",Semi-Washed,Catuai,9 hectares,10 hectares,Costa Rica
39,15,87.14,Finca la Granadilla,,$7.60/lb,"$11,559.60 ",Solberg & Hansen AS,Maria Fernanda Calderon Castillo,1850,Costa Rica,2015,"San José, Dota, Santa Maria",Tarrazú,"Syrupy, lively, nice bright finish","Concord grape, red apple, sweet lemon, cacao, orange zest, mandarin, cranberry, green apple, bergamot orange","Tartaric, citric, malic, complex fruit",Washed,Catuai,1 hectare,1 hectare,Costa Rica
40,16,87.08,Finca Vara Blanca,,$8.10/lb,"$12,320.10 ","WATARU for FRESH ROASTER COFFEE TONYA CO., LTD",Marco Chacón Madrigal,1900,Costa Rica,2015,Santa Maria de Dota,Tarrazú,"Viscous syrupy mouth feel, creamy, peach and apple aftertaste","Red apple, peach, raisin, dried apricot, plum, lemon peel, caramel, chocolates","Malic, sparkling, citric, tartaric",Washed,Catuai,1 hectare,1 hectare,Costa Rica
41,17,86.98,Finca Juanachute-Punta,,$6.30/lb,"$11,453.40 ","UCC Ueshima Coffee Co., Ltd.",Luis Anastasio Castro Vargas,1600,Costa Rica,2015,San Pablo de León Cortés,Tarrazú,"Creamy, clean, sweet, delicate; honeysuckle, jasmine rose aftertaste; toffee notes and chocolate after taste; long finish","Allspice, clove, red apple, citric lime, grapefruit, orange zest, stone fruit, brown sugar","Tartaric, citric, chocolate",Semi-Washed,Catuai Caturra,1 hectare,3 hectares,Costa Rica
42,18,86.94,Finca los Girasoles,,$6.30/lb,"$9,582.30 ",honuKATOCOFFEE Inc.,Maria Lourdes Castillo Umaña,1800-2000,Costa Rica,2015,"San José, Dota, Santa Maria",Tarrazú,"Notably clean, very sweet, lychee","Caramel, brown sugar, red apple, orange, molasses, lavender, dates, cherry blossom","Citric, malic, bright",Washed,Catuai,13.5 hectares,13.5 hectares,Costa Rica
43,19,86.9,Finca V&G San Juanillo,,$5.80/lb,"$9,013.20 ","RYANS COFFEE ROASTERS, Cafe Nara, GABEAN COFFEE ROASTERS, KOALA COFFEE FACTORY, Cafe Hong-Si, millo coffee roasters","Tomas Gutiérrez A, Jorge Vargas, Allan Vargas",1350-1400,Costa Rica,2015,Naranjo San Juanillo,Valle Occidental,"Pecan finish, crisp, well structured and sticky mouth feel","Citrus flower, green apple, pear, cane sugar, apricot, rum, pineapple, mango","Citric, malic",Honey,,3.5 hectares,4.2 hectares,Costa Rica
44,20,86.72,Finca la Montaña,,$6.21/lb,"$9,650.34 ","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)","Carlos Barrantes Zúñiga, León Victor Arrieta Lobo",1600,Costa Rica,2015,Lourdes de Naranjo,Valle Occidental,"Syrupy body, long sweet finish","Apricot, sandalwood, pecan, apple, caramel, brown sugar, spicy, melon, spice rum, green apple, cedar, pine needle, butter","Citric, malic, bright",Semi-Washed,Villa Sarchi,5 hectares,5 hectares,Costa Rica
45,21,86.68,Finca el Vendabal,,$7.01/lb,"$10,662.21 ","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Luis Ricardo Calderon Madrigal,1800,Costa Rica,2015,"San José, Dota, Santa Maria",Tarrazú,"Transparent, quick clean finish","Cranberries, kiwi, sweet chocolate, molasses, golden plum, apricot, orange peel, brown sugar","Citric, crisp",Washed,Catuai,3 hectares,3 hectares,Costa Rica
46,22,86.62,Finca el Bosque,,$7.02/lb,"$10,677.42 ","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Marlene Mayela Brenes Morera,1650,Costa Rica,2015,Lourdes de Cirri Naranjo,Valle Occidental,"Intense, long finish","Passion fruit, dark fruits, plum, hibiscus, chocolate, sweet lemon, tobacco, winey, raspberry","Citric, malic, tartaric",Honey,Villa Sarchi,2 hectares,7 hectares,Costa Rica
47,23,86.58,Finca Chispita,,$6.10/lb,"$9,479.40 ","BLACK GOLD COFFEE CO., LTD.",Carlos Barrantes Zúñiga,1500,Costa Rica,2015,Lourdes de Naranjo,Valle Occidental,"Syrupy, creamy, juicy, sweet finish, mouth clinging","Orange, cinnamon, lemon candy, apple, lemon, fruity, toffee, allspice","Citric, multiple fruit acidity, malic",Honey,Villa Sarchi,3 hectares,3 hectares,Costa Rica
48,24,86.44,Finca Don Evangelista,,$6.10/lb,"$9,278.10 ",Kaffebrenneriet as,Gelberth Nanjo Vargas,1900,Costa Rica,2015,"Llano Bonito, León Cortés",Tarrazú,"Transparent, clear, silky body","Lemon lime, honey, plums","Citric, juicy",Washed,Catuai,5 hectares,5 hectares,Costa Rica
49,25,86.34,Finca la Plaza,,$5.80/lb,"$8,821.80 ","Wataru & Co., Ltd.",Gelberth Naranjo Vargas,1950,Costa Rica,2015,"Llano Bonito, León Cortés",Tarrazú,"Sweet lingering finish, long after taste, good balance, creamy smooth mouth feel","Green apple, dark chocolate, cane sugar, black grape, floral, lime, red apple, melon","Lactic, lemonade, citric, bright, clean",Washed,Catuai,9 hectares,10 hectares,Costa Rica
50,26,86.28,Finca el Halcón (2015),,$7.45/lb,"$14,534.95 ","Wataru & Co., Ltd.",Luis Enrique Navarro Porras,1850,Costa Rica,2015,"Dota, Jardin, La Bandera",Tarrazú,Silky finish,"Anise, cardamom, Belgian chocolate, herbal tea, almond, plums, dark stone fruit","Lactic, tart, bright",Washed,Caturra,3 hectares,3.58 hectares,Costa Rica
51,27,86.14,Finca el Cedral,,$6.00/lb,"$9,126.00 ",M.I. COFFEE CORPORATION,Luis Diego Calderon Castillo,1800,Costa Rica,2015,"San José, Dota, Santa Maria",Tarrazú,Crisp pecan finish,"Tamarind, caramel, chocolate, sugar, honey, butter, cinnamon, black tea, rose hip, blood orange","Refreshing, lactic, medium complex intensity, malic, tartaric, citric",Washed,Catuai,1 hectare,1 hectare,Costa Rica
52,28,86.1,Finca Nery,,$6.10/lb,"$9,278.10 ",Taniguchi Coffee,Yorleni Martinez Jimenez,1700,Costa Rica,2015,"Dota, Santa Maria",Tarrazú,"Heavy body, long sweet finish, harmonious, smooth and well rounded","Blackberry, tamarind, sandalwood, spicy aromas, honey, grapefruit, blueberry, perfume, black tea","Citric, malic",,Catuai,1 hectare,1 hectare,Costa Rica
53,29,86.04,Finca Farami (2015),,$6.00/lb,"$9,126.00 ","Cafe DAZAC, Coffee Sallim Factory, Juk-dong Cafe D, Crema Costa, Beanstore (Buchon)",Juan Luis Fallas Mata,1750,Costa Rica,2015,Santa Maria de Dota,Tarrazú,"Transparent, juicy, clean, tea-like finish","Apricot, melon, blackberry jam, each blossom, honey , almond, red apple","Malic, tartaric, citric, acetic, vivid, red wine",Honey,Catuai,1 hectare,1.24 hectares,Costa Rica
54,30,86,Finca la Casa,,$6.05/lb,"$9,202.05 ","Wataru & Co., Ltd.",Maria Lizeth Calderón Castillo,1650,Costa Rica,2015,"San José, Dota, Santa Maria",Tarrazú,"Super sweet, transparent, silky body, long after taste, velvet, good balance","Cranberry, nutmeg, cinnamon, orange peel, red apple, lemon, white grape","Very citric, malic",Washed,Catuai,2 hectares,2 hectares,Costa Rica
55,31,85.76,Finca Bendición de Dios,,$5.60/lb,"$9,072.00 ","Nippon Coffee Trading Co.,Ltd",Annia Barrantes,1500,Costa Rica,2015,Naranjo Lourdes,Valle Occidental,Buttery mouth feel,"Molasses, raisin sauce, apricot, butter aroma, cantaloupe, chocolate, orange peel, nuts, tangerine, floral","Crisp, mild citric, lemon, bright",Honey,Villa Sarchi,3 hectares,3 hectares,Costa Rica
56,32,85.68,Finca Doña Ileana {O},,$7.60/lb,"$11,559.60 ",Dabov Specialty Coffee,Cesar Felipa Rodriguez Villalobos,1700,Costa Rica,2015,Zarcero,Valle Occidental,"Thick, creamy, silky, aromatic finish","Cinnamon, ginger, brown sugar, molasses, dried fruit, gingersnaps, rhubarb, strawberry, dried raspberries","Lactic, citric",Honey,Caturra,4.5 hectares,5 hectares,Costa Rica
57,33,85.66,Finca la Guaca,,$5.60/lb,"$17,220.00 ","Linking Coffee Co., Ltd.",Régulo Gerardo Ureña Chacón,1600,Costa Rica,2015,"Rivas, Pérez Zeledon",Brunca,"Rich body, silky","Dried fruit, raisins, green grape, melon, molasses, coffee cherry, vanilla, strawberry, leather, peach, pineapple","Tartaric, acetic, lactic",Honey,Catuai,5 hectares,10 hectares,Costa Rica
58,34,85.58,Finca el Llano (2015),,$5.60/lb,"$8,517.60 ","Linking Coffee Co., Ltd.",Héctor Bonilla Cruz,1850,Costa Rica,2015,"Llano Bonito, León Cortés",Tarrazú,"Smooth and buttery, round body","Cinnamon, lime, black pepper, grape, cherry, sweet dark grapes, cedar, red apple","Malic, citric",,Bourbón,5 hectares,5 hectares,Costa Rica
59,35,85.46,Finca el Quetzal,,$7.50/lb,"$12,397.50 ",Lofbergs Lila AB,Juan Diego Hidalgo Umaña,1900,Costa Rica,2015,Santa Maria de Dota,Tarrazú,"Juicy, well balanced, velvet body, sweet notes","Pink grapefruit, plum, bakers chocolate, butter toffee, maple syrup, malt, fennel","Complex, malic, lively",Washed,Catuai,1 hectare,1 hectare,Costa Rica
60,1a,93.41,Monte Llano Bonito – Lote La…,,$58.10/lb,"$46,073.30 ","Maruyama Coffee, Pon Pon Coffee (Japan), Mesh Coffee with Coffeejumbbang (Korea), Orsir Coffee (Taiwan)",Francisco Alejandro Mena Vilchez,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Creamy velvety, very consistent, transparent, silky mouthfeel, smooth, full body","Passion fruit, honey, fruit basket, citric, stone fruit, peach, orange, juniper berry melons, guava, green apples, prune, apricot, cherries, chocolate, melted butter, sweet","Complex sweet, juicy, bright, sparkling",Honey,Caturra,,-,Costa Rica
61,1b,93.41,Monte Llano Bonito – Lote La…,,$59.00/lb,"$42,952.00 ",Wataru for TAKAMURA COFFEE ROASTERS,Francisco Alejandro Mena Vilchez,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Creamy velvety, very consistent, transparent, silky mouthfeel, smooth, full body","Passion fruit, honey, fruit basket, citric, stone fruit, peach, orange, juniper berry melons, guava, green apples, prune, apricot, cherries, chocolate, melted butter, sweet","Complex sweet, juicy, bright, sparkling",Honey,Caturra,,-,Costa Rica
62,2a,91.28,La Sur (2016),,$31.20/lb,"$24,741.60 ",Campos Coffee,Teneria Pirro Antonio Gmez Ltda,,Costa Rica,2016,Getsemani,San Rafael de Heredia,"Transparent, crystal clear, amazing aromatics, elegant, creamy finish","Floral, bergamot, herbal, jasmine, lemon grass, green tea, apricot, milk chocolate spiced plum, lemon cake, clove perfume","Raspberry, citric, sparkling, lemon, orange, elegant, exotic, phosphoric",Honey,Villa Sarchi,,-,Costa Rica
63,2b,91.28,La Sur (2016),,$31.20/lb,"$22,713.60 ",Ecom Japan Limited,Teneria Pirro Antonio Gmez Ltda,,Costa Rica,2016,Getsemani,San Rafael de Heredia,"Transparent, crystal clear, amazing aromatics, elegant, creamy finish","Floral, bergamot, herbal, jasmine, lemon grass, green tea, apricot, milk chocolate spiced plum, lemon cake, clove perfume","Raspberry, citric, sparkling, lemon, orange, elegant, exotic, phosphoric",Honey,Villa Sarchi,,-,Costa Rica
64,3a,91.03,El Cerro (2016),,$40.10/lb,"$31,799.30 ","Time’s Club, Hisashi Yamamoto coffee, COFFEE LIBRE, Proud Mary",Carlos Fernndez Morera,,Costa Rica,2016,"San Rafael, San Ramn",Alajuela,"Buttery, creamy, exotic, unique, original, sugar bomb, intense, high fidelity","Cinnamon, cloves, sweet, sugar, lavender, potpourri, spiced fruit, apple juice ginger, caramel, dates, apple pie, applesauce, Christmas-cherry orange","Complex, orange zest, tangerine citric, malic",Anaerobic,,,-,Costa Rica
65,3b,91.03,El Cerro (2016),,$38.10/lb,"$27,736.80 ",Brew92,Carlos Fernndez Morera,,Costa Rica,2016,"San Rafael, San Ramn",Alajuela,"Buttery, creamy, exotic, unique, original, sugar bomb, intense, high fidelity","Cinnamon, cloves, sweet, sugar, lavender, potpourri, spiced fruit, apple juice ginger, caramel, dates, apple pie, applesauce, Christmas-cherry orange","Complex, orange zest, tangerine citric, malic",Anaerobic,,,-,Costa Rica
66,4a,90.47,Leoncio (2016),,$25.70/lb,"$20,380.10 ",MOMOS COFFEE,Manuel Antonio Barrantes Ziga,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Jammy, succulent, red mature fruit, cherries, peaches, sticky, chocolate mousse finish syrupy, complex","Honey, raspberry, lemon, grape, candy chocolate, gum drops, port wine, fruit, molasses, allspice, kiwi, black cherry, red fruit, apple","Citric, pineapple, complex, sugar cane",,SL-28,,-,Costa Rica
67,4b,90.47,Leoncio (2016),,$25.20/lb,"$18,345.60 ",Campos Coffee,Manuel Antonio Barrantes Ziga,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Jammy, succulent, red mature fruit, cherries, peaches, sticky, chocolate mousse finish syrupy, complex","Honey, raspberry, lemon, grape, candy chocolate, gum drops, port wine, fruit, molasses, allspice, kiwi, black cherry, red fruit, apple","Citric, pineapple, complex, sugar cane",,,,-,Costa Rica
68,5a,90.22,La Loma (2016),,$20.60/lb,"$16,335.80 ","TASHIRO COFFEE Co., Ltd",Luis Pablo Bonilla Solis,,Costa Rica,2016,Leon Cortes,Llano Bonito,"Round mouth feel juicy, super sweet creamy","Winy, strawberry, blueberry, rum, raisin, passion fruit, chocolate mousse, tropical fruit, fruit punch, rose, mint, floral, purple flowers, fig, dried fruit","Tartaric sweet, winy, red grape",Honey,Catuai,,-,Costa Rica
69,5b,90.22,La Loma (2016),,$22.30/lb,"$16,234.40 ","Zoka Coffee, Oak Cliff Coffee, Klatch Coffee, Kean Coffee and One Line Coffee",Luis Pablo Bonilla Solis,,Costa Rica,2016,Leon Cortes,Llano Bonito,"Round mouth feel juicy, super sweet creamy","Winy, strawberry, blueberry, rum, raisin, passion fruit, chocolate mousse, tropical fruit, fruit punch, rose, mint, floral, purple flowers, fig, dried fruit","Tartaric sweet, winy, red grape",Honey,Catuai,,-,Costa Rica
70,6,89.75,Tierra Prometida (2016),,$16.35/lb,"$24,871.13 ",TERAROSA (HAKSAN Co.Ltd),Luis Enrique Navarro Porras,,Costa Rica,2016,Dota,La Bandera,"Syrupy delicate, peaches, creamy, juicy, sugar cane, consistent, juicy, sweet, transparent","Honey, citric, lemon, papaya, melon, caramel, cane sugar, very sweet apple, mandarin orange, melon","Orange, green apple, sparkling",,Caturra,,-,Costa Rica
71,7,89.25,Mandarina (2016),,$12.40/lb,"$22,963.06 ",Brulerie du Quai,Maria Mayela Quesada Rodriguez,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Transparent, clean, chocolate vanilla, brown sugar, refreshing aftertaste","Milk chocolate, orange, hazelnut, black cherry, hibiscus, orange juice, mandarin, caramel, honey","Sweet and citric, very complex, clementine, subtle, elegant",Honey,Catuai,,-,Costa Rica
72,8,89.09,El Higuerón (2016),,$12.50/lb,"$21,081.50 ","TOA COFFEE Co.,Ltd.",Maria Mayela Quesada Rodriguez,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Winy, balanced, jammy, juicy, super heavy round body sweet","Stewed fruit, jammy, pomegranate, strawberry, red cherry, passion fruit grapefruit, melon, peach, blackberry, molasses, chocolate","Green apple, citric, malic, tangerine, balanced, orange, well integrated",Honey,Catuai Yellow,,-,Costa Rica
73,9,89.06,Vara Blanca de Dota (2016),,$12.40/lb,"$20,502.78 ",M.I. COFFEE CORPORATION,Marco Chacn Madrigal,,Costa Rica,2016,Santa Maria de Dota,Tarraz,,"Blueberry, lemon, citric, lemon-mandarin, sweet but lemony, citrus zest, star fruit","Creamy body, round, silky, refreshing, tons of yellow stonefruits",Washed (Washed),Catuai,,-,Costa Rica
74,10,88.44,Fidel (2016),,$12.10/lb,"$18,406.16 ","Cafe DAZAC, Coffee Sallim Factory, Juk-dong Cafe D, Crema Costa, Beanstore, Eungubiro Roasters",Francisco Javier Arrieta Brenes,,Costa Rica,2016,Naranjo,Cirri Sur,"Crisp mouthfeel, molasses finish, complex, sweet, syrupy, juicy","Honey, plum, black current, raspberry, blood orange, apricot, lemon, dried raisins, winy, black licorice, wine, candy, Bing cherry brown sugar","Grapefruit, apricot, tamarind, citric, very lemon, lively, sparkling",Washed (Washed),Gesha,,-,Costa Rica
75,11,87.59,La Planada (2016),,$12.30/lb,"$18,710.39 ","AG COFFEE, WOOJONGHO COFFEE, REMAPRESSO COFFEE, SWEET STEP COFFEE, THE GOOD-DAY COFFEE, I’M BARISTA, SANTORINI COFFEE",Manuel Antonio Barrantes Ziga,,Costa Rica,2016,"Naranjo, Cirri",Lourdes,"Complex, well rounded, full bodied, silky","Herbal, stone fruit, black cherry, apricot, red cherry, plum, peach, honey molasses, sugar cane","Orange, lemon, tangy, apricot, juicy",Natural,Typica,,-,Costa Rica
76,12,87.56,Zapote (2016),,$11.50/lb,"$17,493.46 ",Camel Step Roasters,Jorge Luis Arrieta Brenes,,Costa Rica,2016,Naranjo,Cirri Sur,"Clean, balanced, consistent, creamy, mouthfeel, long mouthfeel","Berries, blueberry, raspberry, pineapple, Swiss chocolate, tropical fruit, guava, papaya, cherry, spices, wood, honey","Strawberry, complex",Honey,Villa Sarchi Caturra,,-,Costa Rica
77,13,87.5,Santa Lucía lote 4 (2016),,$10.50/lb,"$15,972.28 ","Wataru & Co., Ltd.",Ricardo Antonio Prez Barrantes,,Costa Rica,2016,Naranjo,Llano Bonito,"Delicate, creamy elegant, silky, consistent","Sweet floral, red apple, applesauce, kumquat, strawberry, hard candy, chocolate and cocoa, orange, raspberry","Orange, citric raspberry, tangy",Honey,Caturra catuai villalobos Typica,,-,Costa Rica
78,14,87.4,Ortiz 2000 (2016),,$11.30/lb,"$17,189.22 ","RYANS COFFEE ROASTERS, Cafe Nara, ALL THAT COFFEE",Omar Caldern Madrigal,,Costa Rica,2016,Dota,Santa Maria,"Lingering aftertaste, tropical fruit, big body round, creamy, velvety","Sugar cane, orange, Swiss chocolate, chocolate, caramel, brown sugar, dark berries, molasses, chamomile floral, melons, peach","Citric malic, blackberry, well structured, sparkling juicy",Honey,Bourbn,,-,Costa Rica
79,15,87.41,Las Nubes (2016),,$15.20/lb,"$23,121.78 ",Kyokuto Fadie Corporation,Adriana Fallas Venegas,,Costa Rica,2016,Leon Cortes,LLano Bonito,"Silky mouthfeel, heavy, super creamy, purple fruit, transparent, delicate","Pomegranate, ,perfume, floral, jasmine, passion fruit, pear, watermelon, green tea, coriander","Lemon, sweet citric, structure, nectarine",Honey,Typica,,-,Costa Rica
80,16,87.31,El Halcón (2016),,$10.20/lb,"$16,865.19 ","Nippon Coffee Trading Co., Ltd",Luis Enrique Navarro Porras,,Costa Rica,2016,Dota,La Bandera,"Round body, creamy, well balanced, full, lush, soft","Dark chocolate, brown sugar, sugar cane, concord grape, potpourri, lavender, butterscotch, plum, raisons, vanilla, amaretto","Bright, orange, juicy",Washed (Washed),Caturra,,-,Costa Rica
81,17,87.19,La Plaza (2016),,$10.20/lb,"$15,515.93 ","Wataru & Co., Ltd.",Efrain Navarro Blanco,,Costa Rica,2016,Len Corts,Llano Bonito,"Creamy, juicy, sweet","Stone fruit, raspberry, apricot, peach, guananava, molasses, caramel, cherries blueberry","Lime, zesty transparent, grapefruit",Washed (Washed),Catuai,,-,Costa Rica
82,18,87.13,Calle Valverde (2016),,$12.10/lb,"$18,406.16 ",Kaffebrenneriet as,Marlene Mayela Brenes Morera,,Costa Rica,2016,Naranjo,Cirri Sur,"Creamy, syrupy, sweet aftertaste, long lasting complex, port","Cinnamon, sangria, raspberry, red apple, sweet, floral, spicy, plum, concord grape, coco cola, juniper, black raspberry, spices, chocolate, covered strawberries","Tartaric, winy citric, juicy, complex",Washed (Washed),Caturra,,-,Costa Rica
83,19,86.84,La Cajuela (2016),,$10.30/lb,"$17,030.54 ","Wataru & Co., Ltd.",Maria Mayela Quesada Rodriguez,,Costa Rica,2016,Naranjo,Lorudes de Cirri,"Round mouthfeel, consistent, sweet, malty finish, creamy","Black current, apricot, apple, citrus, guava, bergamot melon","Blueberry, green apples, complex, malic, citric",Honey,Villa Sarchi,,-,Costa Rica
84,20,86.53,El Centro (2016),,$12.90/lb,"$20,476.30 ","UCC Ueshima Coffee Co., Ltd.","Valladares Rodriguez, Inmer Abel",,Costa Rica,2016,Getsemani,San Rafael de Heredia,"Smooth, mouthfeel, creamy, delicate","Floral, jasmine apricot tea, watermelon, grape, tea like","Berries, raspberries, malic bright, citric, bright tartaric",Honey,Villa Sarchi,,-,Costa Rica
85,21,86.38,El Yasal (2016),,$10.20/lb,"$16,190.56 ",Kyokuto Fadie Corporation,Melvin Gamboa Angulo,,Costa Rica,2016,Leon Cortes,San Pablo,"Smooth, creamy, lasting sweetness, milk chocolate finish","Raspberry, lychee, apricot, peach, raisin, dried fruit, pineapple, sandalwood, lemon grass, rose, butterscotch","Apple, citric, grape, complex, pink grapefruit",Washed (Washed),Catuia Red,,-,Costa Rica
86,1a,92,Finca Don Antonio 2017,,$80.60/lb,"$47,977.15 ","Maruyama Coffee, Adachi Coffee, Sarutahiko Coffee, Difference Coffee (UK), Good Boy Bob Coffee (U.S.A.), Saza Coffee",Grupo Los Grande de Copey S.A.,1900,Costa Rica,2017,-,Tarrazú,"lingering flavor in finish, saturated flavors, smooth, silky, round, elegant, raspberry","floral, orange, peach, mango, black tea, jasmine, rose, papaya, cherry, watermelon, green apple, floral,","citric malic, juicy, complex",Honey,Gesha,,90 hectares,Costa Rica
87,1b,92,Finca Don Antonio 2017,,$80.30/lb,"$47,798.58 ","Time’s Club, Inc. , Coffee Libre , Hisashi Yamamoto Coffee(Unir) , Proud Mary",Grupo Los Grande de Copey S.A.,1900,Costa Rica,2017,-,Tarrazú,"lingering flavor in finish, saturated flavors, smooth, silky, round, elegant, raspberry","floral, orange, peach, mango, black tea, jasmine, rose, papaya, cherry, watermelon, green apple, floral,","citric malic, juicy, complex",Honey,Gesha,,90 hectares,Costa Rica
88,2a,90.88,VOLCAN AZUL 2017,,$38.71/lb,"$20,481.46 ",SUPREMO,FERNANDO CASTRO JIMÉNEZ,,Costa Rica,2017,-,Valle Occidental,"juicy, winy and bright, complex, transparent, well structured","jasmine, cream, tea, brown sugar, floral, lemongrass, mandarin, red fruits, almond, tomato, apple","citric, malic, tartaric, complex",Honey,Gesha,,200,Costa Rica
89,2b,90.88,VOLCAN AZUL 2017,,$38.70/lb,"$20,476.17 ","Black Gold Coffee Co., Ltd.",FERNANDO CASTRO JIMÉNEZ,,Costa Rica,2017,-,Valle Occidental,"juicy, winy and bright, complex, transparent, well structured","jasmine, cream, tea, brown sugar, floral, lemongrass, mandarin, red fruits, almond, tomato, apple","citric, malic, tartaric, complex",Honey,Gesha,,200,Costa Rica
90,3a,90.35,Don Cayito 2017,,$37.10/lb,"$19,629.61 ","Taniguchi Coffee, NOZY COFFEE Co.,Ltd, COFFEE FACTORY, Magnolia Coffee Roasters, SHRUB COFFEE, NAGAHAMA COFFEE Inc.",Luis Ricardo Calderón Madrigal,1850-2000msnm,Costa Rica,2017,-,Tarrazú,"round, good balance, consistent, juicy, notably clean and sweet","jasmine, floral, peach, apple, bergamot, orange, honey, apricot, sugar cane","citric,",Washed,Gesha,,11,Costa Rica
91,3b,90.35,Don Cayito 2017,,$36.91/lb,"$19,529.08 ","Beijing HMC Foods Co.,Ltd",Luis Ricardo Calderón Madrigal,1850-2000msnm,Costa Rica,2017,-,Tarrazú,"round, good balance, consistent, juicy, notably clean and sweet","jasmine, floral, peach, apple, bergamot, orange, honey, apricot, sugar cane","citric,",Washed,Gesha,,11,Costa Rica
92,4,89.76,EL DIAMANTE 2017,,$25.10/lb,"$53,952.20 ","Time’s Club, Inc. , Coffee Libre , Hisashi Yamamoto Coffee(Unir)",CARLOS FERNANDEZ MORERA,,Costa Rica,2017,-,Valle Occidental,"full body, silky, long finish, long brown spice finish","cinnamon, red apple, caramel, cherry, , spicy black cherry, apricot, vanilla ice cream, sugar cane, brown sugar, molasses, honey, butter","complex, malic, tartaric, citric, acetic",Anaerobic,CATURRA CATUAI,,8.75,Costa Rica
93,5,89.41,Finca la Planada 2017,,$20.40/lb,"$15,516.04 ","Zoka Coffee Inc, Kean Coffee",Arnaldo Barrantes Zuñiga,1500,Costa Rica,2017,-,Valle Occidental,"crisp aftertaste, juicy, bright, clean, good balance,","orange, honeycomb, brown sugar, black tea, lemon zest, chocolate, caramel, sweet cream, molasses, sugar cane, cacao","citric, malic,",Honey,Typica Lima,,3-hectare,Costa Rica
94,6,89.24,La Ladera 2017,,$17.30/lb,"$18,879.14 ","Coffeejumbbang & Museo co.,Ltd (Republic of South Korea)",Maria Auxiliadora Bonilla Solis,,Costa Rica,2017,-,Tarrazú,"creamy, juicy, winy, silky, lasting finish","rhubarb, green grape, vanilla, brown sugar, cherry, chocolate, caramel, coriander, coconut, sugar cane",citric,Honey,CATUAI,,8,Costa Rica
95,7,89.09,El Cedral 2017,,$20.20/lb,"$21,375.84 ",Dongjin Trading,Hector Bonilla Cruz,,Costa Rica,2017,-,Tarrazú,"juicy, creamy, very sweet, long sweet aftertaste, very smooth, lingering finish","peach, caramel, honey, mandarin, vanilla, chocolate, apple, plum, orange peel, rose,","tartaric, citric",Natural,Gesha,,2,Costa Rica
96,8,88.97,Finca la Torre 2017,,$15.70/lb,"$16,613.90 ",Brew92,Ania Maria Barrantes Zuñiga,,Costa Rica,2017,-,Valle Occidental,"juicy, silky and complex, candy-like","honeydew, dates, spicy, orange, lemon, raspberry, papaya, plum, vanilla, raspberry, honey, ginger, passion fruit, rose",citric/malic combined,Natural,Typica Etiope,,3,Costa Rica
97,9,88.91,ZAPOTE 2017,,$11.90/lb,"$18,101.92 ",Camel Step Roasters,OLDEMAR ARRIETA LOBO,,Costa Rica,2017,-,Valle Occidental,"syrupy, creamy, heavy body, complex, intense","raisin, plum, blackberries, grape, sugar, candy donut, red apple, chocolate,","tartaric, acetic,",Honey,VILLA SARCHI,,"2,5",Costa Rica
98,10,88.79,EL CORRAL 2017,,$13.10/lb,"$13,862.55 ",Bailies Coffee Company,OLDEMAR ARRIETA LOBO,,Costa Rica,2017,-,OLDEMAR ARRIETA LOBO,"creamy, sweet and long finish, rich body","red apple, raisin, caramel, grape, sugar, brown sugar dried fruit rum",malic/ tartaric,Honey,CATURRA,,7,Costa Rica
