Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
16,4,90.74,Ciana 1 {O},,$7.25/lb,"$20,139.23","Stumptown, Maruyama Coffee and Mocca Kaffebar & Brenneri",Mario Mamani,1700,Bolivia,2005,Chojña Pampa,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,3.5,10.0,Bolivia
17,5,90.52,Pico del tucan 3,,$4.50/lb,"$14,583.58","Nippon Coffee Trading Co., Ltd.",Carmelo Olori,1800,Bolivia,2005,Uchumachi,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra Catuai Yellow,26.5,53.0,Bolivia
18,6,90.26,Machaca {O},,$4.15/lb,"$10,887.53",Yamada coffee for Mikatajuku group,Virgilio Avila,1600,Bolivia,2005,Nueva Llusta,San Lorenzo,,,,"Centralized, pulped, Naturally fermented, mechanically washed, sun , mechanical dryer",Typica Caturra,10.0,24.0,Bolivia
19,7,89.67,Machaca,,$3.90/lb,"$11,435.38",Solberg & Hansen AS,Teofilo Machaca,1600,Bolivia,2005,Chojña Pampa,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,4.0,8.0,Bolivia
20,8,87.95,Asocafe {O},,$4.20/lb,"$11,018.70",Mokkamestarit oy,Jose Ramos,1400,Bolivia,2005,Amor de Dios,Taipiplaya,,,,"Centralized, pulped, Naturally fermented, mechanically washed, patio sun drying",Typica Caturra,4.0,8.0,Bolivia
21,9,87.43,Pico del Tucan 2,,$3.65/lb,"$10,139.06","Toa Coffee Co.,Ltd.",Eduardo Tola,1600,Bolivia,2005,Uchumachi,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra Catuai Yellow,16.0,21.5,Bolivia
22,10,87.1,Pico del Tucan 4,,$4.05/lb,"$11,250.19",Kaffebrenneriet as,Yolanda Condori,1600,Bolivia,2005,Uchumachi,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,13.0,18.0,Bolivia
23,11,86.23,Rio Colorado {O},,$3.30/lb,"$10,694.62",Katocoffee Inc.,Evaristo Hilari,1600,Bolivia,2005,Chijchipani,Entre Rios,,,,"Pulped, Naturally fermented, mechanically washed, sun mechanic drying",Typica Caturra,4.0,10.0,Bolivia
24,12,86.05,Flor de San Pablo,,$3.75/lb,"$9,838.13","Schlüter & Maack – Fine Coffees for Hagen Kaffee, Laier Kaffeerösterei, Lloyd Caffee, Mondo del Caffè, Saerve Kaffeerösterei, Spezialitäten-Compagnie, Wasserburger Kaffeerösterei Kaffeerösterei",Monica Quispe,1600,Bolivia,2005,San Pablo primero,San Pablo,,,,"Centralized, pulped, Naturally fermented, mechanically washed, sun , mechanical dryer",Typica Caturra,4.0,10.0,Bolivia
25,13,85.87,Jakaranda {O},,$4.05/lb,"$16,875.28","Caravan Coffee Co.,Ltd.",Pascual Viscarra,1600,Bolivia,2005,8 de septiembre,Entre Rios,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,12.5,21.0,Bolivia
26,14,85.7,Pico del Tucan,,$4.25/lb,"$11,805.75","Intelligentsia, Counter Culture, Batdorf and Bronson, Sweet Maria’s, The Coffee Tree Roasters, PTs, Caffe Pronto",Anacleto Uluri,1700,Bolivia,2005,San Ignacio,Carrasco la Reserva,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,11.5,21.0,Bolivia
27,15,85.43,Anditrade BV Monterrey,,$4.00/lb,"$10,494.00","Mercanta The Coffee Hunters for Has Bean Coffee, England",Valentin Choquehuanca,1700,Bolivia,2005,Loayza,Cauca,,,,"Centralized, Pulped , Naturally fermented, mechanically washed, sun drying",Typica Caturra,3.0,10.0,Bolivia
28,16,85.33,Café llusta {O},,$3.85/lb,"$9,506.33","UCC Ueshima Coffee Co., Ltd.",Rufino Quispe,1600,Bolivia,2005,Nueva Llusta,San Lorenzo,,,,"Centralized, pulped, Naturally fermented, mechanically washed, sun , mechanical dryer",Typica Caturra,5.0,8.0,Bolivia
29,17,84.63,Villalobos {O},,$3.40/lb,"$8,919.90","Mocha Joe’s Roasters, The Ultimate Bean, Sacred Grounds, and Rojos Roastery",Benigno Villalobos,1600,Bolivia,2005,Colonia 7 estrellas,Entre Rios,,,,"Pulped, Naturally fermented, mechanically washed, sun drying",Typica Caturra,2.5,5.0,Bolivia
