Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
64,15,86.96,Santa Fe,,$4.10/lb,"$6,715.80","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Inagrosa,,Nicaragua,2015,San Rafael del Norte,Jinotega,"Bergamot finish, creamy body, hefty body, elegant","Nectarine, black tea, blueberry, raspberry, chocolate brownie, sweet, orange peel, jasmine, caramel, red apple, floral, rose","Citric, complex, refined acidity",,,,-,Nicaragua
65,16a,86.88,El Suyatal,,$4.40/lb,"$6,353.60",Ecom Japan Limited,Luis Emilio Valladarez,,Nicaragua,2015,Macuelizo,Nueva Segovia,"lush, lasting sweetness","Green apple, jasmine, star fruit, orange peel, lime, cacao, jack fruit, berry, tropical fruits","complex, malic and citrus",,,,-,Nicaragua
66,16b,86.88,San Jorge (2015),,$6.90/lb,"$9,556.50","Wataru & Co., Ltd.",Elisa Maria Callejas Lopez (Ramacafe),,Nicaragua,2015,Tuma - La Dalia,Matagalpa,"Natural process coffee, silky body, rounded,","Red wine, blueberry, strawberry, grapes, melon, dark rum, conicac,chocolate, black olive, blueberry pie","orange, tartaric, green grapes",,,,-,Nicaragua
67,18,86.73,La Escondida,,$4.10/lb,"$5,153.70","TASHIRO COFFEE Co.,Ltd",Mario Jose Vilchez Urbina,,Nicaragua,2015,Mozonte,Nueva Segovia,"Juicy, silky body","Lemon peel chocolate, tropical fruit, golden raisin, chocolate, orange, honey","citric acidity, bright",,,,-,Nicaragua
68,19,86.69,El Barril,,$10.30/lb,"$17,376.10","Caravela Coffee for Passenger Coffee, Vigilante Coffee, Boston Stoker (USA) // Holly Brown (HONG KONG)",Francisco Javier Valle Garcia,,Nicaragua,2015,San Fernando,Nueva Segovia,"Complex, big flavor,","Anise, nectarine, black tea, tobacco, molasses, peppery, black currant, tropical fruits, plum, cherries, pink apple","stone fruit and apple acidity, tangerine",,,,-,Nicaragua
69,20a,86.58,El Ojo de Agua / Finca San…,,$4.00/lb,"$4,576.00",Maruyama Coffee,Ali Francisco Herrera Rivera / Liseth Del Carmen Herrera Rivera,,Nicaragua,2015,Mozonte,Nueva Segovia,"Creamy body, sweet finish, juicy","Melon, apple, berry, brown sugar, strawberry","orange, malic",,,,-,Nicaragua
70,20b,86.58,Luz y Sombra de Janeiro,,$4.90/lb,"$7,776.30",MOMOS COFFEE,Alfredo Arauz Siles,,Nicaragua,2015,San Rafael del Norte,Jinotega,"Clean aftertaste, spicy mint notes in finish, transparent clean","Nectarine, floral, chocolate, brown sugar, fresh bread, plum, red fruit, berries, apple, grape","Complex acidity, apple and orange, Malic, citric",,,,-,Nicaragua
71,22,86.35,El Mango,,$4.10/lb,"$8,950.30","Wataru & Co., Ltd.",Yolanda del Carmen Reyes Gutierrez,,Nicaragua,2015,San Juan del Rio Coco,Madriz,"balanced, silky","caramel, brown sugar, lime, cane sugar, tangerine, blackberry juice, rose hips and cranberry","Malic acidity, citrus, vibrant",,,,-,Nicaragua
72,23,86.19,El Porvenir,,$4.60/lb,"$4,232.00","WATARU for FRESH ROASTER COFFEE TONYA CO., LTD.",Randolfo Alberto Llanes Lopez,,Nicaragua,2015,Dipilto,Nueva Segovia,"structured, juicy, creamy body","Grapefruit, nectarine, citrus peel, cane sugar, papaya, rose hips, dark fruits","transparent, Citrus, vibrant, pineapple, green apple",,,,-,Nicaragua
73,24,86.15,El Recuerdo,,$4.10/lb,"$4,879.00","Wataru & Co., Ltd.",Henry Antonio Herrera Rivera,,Nicaragua,2015,Mozonte,Nueva Segovia,"Almond finish, silky body","citrus, lemon, pineapple, green apple, butterscotch, black cherry,","complex, green apple acidity, citric",,,,-,Nicaragua
74,25a,86.12,El Cedro,,$4.10/lb,"$9,167.60","RYANS COFFEE ROASTERS, Cafe Nara, CAFE Q, LK ESPRESSO, ACID BROWN COFFEE, BROWNHOLIC COFFEE ROASTERS, BERRY BEANS, S.W Park",Maria Auxiliadora Gonzalez,,Nicaragua,2015,San Juan del Rio Coco,Madriz,"sparkling, buttery, delicate, transparent","brown sugar, chocolate, nectarine, lemon, lemon peel and red apple, candied grapefruit peel.","Citric, malic, red apple, vibrant",,,,-,Nicaragua
75,25b,86.12,La Bendicion,,$4.60/lb,"$5,322.20",honuKATOCOFFEE Inc.,Luis Alberto Balladarez Moncada,,Nicaragua,2015,Jalapa,Nueva Segovia,"lush body, well balanced","chocolate, papaya, tangerine, panela, lemonade, ginseng, grapefruit, plum",juicy bright acidity,,,,-,Nicaragua
76,27,86.04,Las Neblinas,,$4.10/lb,"$6,461.60",Kaffebrenneriet as,Carlos Alberto Cruz Lopez,,Nicaragua,2015,Jalapa,Nueva Segovia,"creamy body, marzipan","cantaloupe, peach, berry, blackberry, dried fruit, apricot, molasses","Orange, raspberry",,,,-,Nicaragua
77,28,86.0,La Cascada,,$4.00/lb,"$5,772.00","Wataru & Co., Ltd.",Luis Alberto Peralta Mantilla,,Nicaragua,2015,Dipilto,Nueva Segovia,balanced,"Lemon peel, bakers chocolate, vanilla, brown sugar, marzipan, almond, nougat",Citric acidity,,,,-,Nicaragua
78,29,85.88,San Salvador,,$4.00/lb,"$5,812.00","Cafe DAZAC, Coffee Sallim Factory, Juk-dong Cafe D, Crema Costa, Beanstore(Buchon)",Luis Emilio Valladarez,,Nicaragua,2015,Dipilto,Nueva Segovia,"juicy, cedar","Lemon peel, red apple, stone fruit, black tea, cherry caramel, floral, dried fruits, dates","Citrus, mandarin, green apple",,,,-,Nicaragua
79,30a,85.77,Volcancito (2015),,$4.00/lb,"$9,524.00","Cafe DAZAC, Coffee Sallim Factory, Juk-dong Cafe D, Crema Costa, Beanstore(Buchon)",Rogelio Ramon Guitterez,,Nicaragua,2015,Jinotega,Jinotega,"Bakers chocolate finish, caramel","Nectarine, green apple, mandarin, caramel, sugar cane, floral","Citrus, orange acidity",,,,-,Nicaragua
80,30b,85.77,Las Cumbres,,$4.10/lb,"$5,965.50","Nippon Coffee Trading Co.,Ltd",Walter Jose Picado Perez,,Nicaragua,2015,Limay,Esteli,"well structured, lasting sweetness, balanced","Plum, orange, berry, lemon, almond, chocolate","Lemon peel, citric acidity",,,,-,Nicaragua
81,32,85.54,Flor Silverstre,,$4.90/lb,"$6,159.30",MOMOS COFFEE,Maria Elisa Ortez Siles,,Nicaragua,2015,San Fernando,Nueva Segovia,"well rounded, structured","Dutch cocoa, orange, berry, caramel, milk chocolate, toffee","citric, malic",,,,-,Nicaragua
82,33,85.35,El Naranjo,,$4.10/lb,"$5,342.30",MOMOS COFFEE,Pedro Pablo Paguaga Nuñez,,Nicaragua,2015,Dipilto,Nueva Segovia,long sweet finish,"plum, prune, honey apricot, peachy,","citric, red apple,",,,,-,Nicaragua
83,34a,85.08,La Laguna (2015),,$4.00/lb,"$5,556.00",Ecom Japan Limited,Luis Emilio Valladarez,,Nicaragua,2015,Dipilto,Nueva Segovia,silky mouthfeel,"chocolate, sweet, cherry, grape, berry trifle, sugar cane","orange, sparkling, refined acidity",,,,-,Nicaragua
84,34b,85.08,El Coco,,$4.10/lb,"$4,473.10",Carrboro Coffee Roasters,Jose Agustin Fortin Altamirano,,Nicaragua,2015,San Juan del Rio Coco,Madriz,"spicy, pepper finish, balanced","Orange peel, bakers chocolate, berries, dried chocolate, sugar syrup","Citric, bright, crisp",,,,-,Nicaragua
85,36,85.04,Loma Verde,,$4.00/lb,"$4,496.00","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Elitt Castellon Rodriguez,,Nicaragua,2015,Jalapa,Nueva Segovia,"toffee peanut finish, sweet finish","peach, nectarine, raisin, molasses, toasted coconut",Stone fruit,,,,-,Nicaragua
86,1a,91.16,El Esfuerzo 2017,,$40.30/lb,"$22,523.67","Maruyama Coffee, Toa Coffee, Sarutahiko Coffee, Difference Coffee Co. (UK).",Ignacio Estrada Burgo,,Nicaragua,2017,Jinotega,Jinotega,"Super clean, lingering aftertaste, elegant aftertaste, smooth body, transparent.","Chocolate, red fruits, almond, dark chocolate, orange zest, hazelnut green apple, red currant, peach.","Complex, malic, tartaric.",Washed,Maracaturra,,-,Nicaragua
87,1b,91.16,El Esfuerzo 2017,,$37.90/lb,"$20,052.89",Wataru for SHRUB COFFEE,Ignacio Estrada Burgo,,Nicaragua,2017,Jinotega,Jinotega,"Super clean, lingering aftertaste, elegant aftertaste, smooth body, transparent.","Chocolate, red fruits, almond, dark chocolate, orange zest, hazelnut green apple, red currant, peach.","Complex, malic, tartaric.",Washed,Maracaturra,,-,Nicaragua
88,2a,90.5,Las Promesas de San Blas 2017,,$15.00/lb,"$11,904.75","Time’s Club, Inc. , Coffee Libre",Gonzalo Adán Castillo Moreno,,Nicaragua,2017,Dipilto,Nueva Segovia,"Transparent, long-lasting, balanced, improves as it cooled, strawberry, winey aftertaste.","Cinnamon, peach, cherries, raspberry, stone fruits, rum chocolate, hazelnuts, raisins, fig, pineapple, peach, lime.","Lactic, complex fruits, balanced.",Honey,CentroAmericano H1,,-,Nicaragua
89,2b,90.5,Las Promesas de San Blas 2017,,$15.00/lb,"$11,408.85","Maruyama Coffee Co., Ltd.",Gonzalo Adán Castillo Moreno,,Nicaragua,2017,Dipilto,Nueva Segovia,"Transparent, long-lasting, balanced, improves as it cooled, strawberry, winey aftertaste.","Cinnamon, peach, cherries, raspberry, stone fruits, rum chocolate, hazelnuts, raisins, fig, pineapple, peach, lime.","Lactic, complex fruits, balanced.",Honey,CentroAmericano H1,,-,Nicaragua
90,3a,90.37,Bella Aurora 2017,,$16.10/lb,"$6,388.80",MOMOS COFFEE,Luis Joaquin Lovo Gutiérrez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Dark chocolate aftertaste, notably clean, syrupy mouthfeel, well-balanced.","Raspberry jasmine, currant strawberry nectarine, brown sugar, prune, anise, red grape.","Complex, crisp, oranges.",Washed,Maracaturra,,-,Nicaragua
91,3b,90.37,Bella Aurora 2017,,$16.10/lb,"$5,847.20",SUPREMO (Germany),Luis Joaquin Lovo Gutiérrez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Dark chocolate aftertaste, notably clean, syrupy mouthfeel, well-balanced.","Raspberry jasmine, currant strawberry nectarine, brown sugar, prune, anise, red grape.","Complex, crisp, oranges.",Washed,Maracaturra,,-,Nicaragua
92,4,89.87,Las Delicias 2017,,$16.40/lb,"$10,463.04",Taf Coffee,Eleane Mierisch & Gioconda Padilla,,Nicaragua,2017,Jinotega,Jinotega,"Textured, elegant mouthfeel, clean, good from beginning to end, white tea.","Concord grape, dark fruit, black currant, peach, white peach, milk chocolate, sugared almonds, balanced jasmine, apricot, lime, kiwi, strawberries.","Tartaric- complex subtlety, citric, green apple.",Washed,Java,,-,Nicaragua
93,5,89.75,Buena Vista 2017,,$14.20/lb,"$10,323.40",Brew92,Roger Esaú Herrera Ortez,,Nicaragua,2017,San Fernando,Nueva Segovia,"Juicy, transparent, silky mouthfeel, honey, really sweet, balanced, sweet with acidity apricot mouthfeel, viscous.","Red apple, caramel, orange, fruits, cinnamon, spices, citrus, cherries, passion fruit, concord grapes, apricot, cane juice.","Citric, bright, mandarin, malic, lemon.",Washed,Maracaturra,,-,Nicaragua
94,6,89.62,La Esperanza 2017,,$11.50/lb,"$7,432.45","Pebble Coffee Co., Ltd.",Carlos Alexander López Pastrana,,Nicaragua,2017,Mozonte,Nueva Segovia,"Crisp finish, sticky mouthfeel, transparent, dark jam preserves, sweet, consistent.","Hazelnut, lemon zest, mild chocolate, raisins, butterscotch, ginger, chocolate cream, vanilla, apple, wine-like, green apple, plum, cherry.","Citric, oranges.",Washed,Catuai,,-,Nicaragua
95,7,89.45,La Orquidea 2017,,$10.37/lb,"$8,916.02",Campos Coffee,Arjen Roersma,,Nicaragua,2017,Jinotega,Jinotega,"Mandarin aftertaste, complex.","Fresh green onion, sweet herbal, berries, wine-like, spicy, raisin, tangerine.","Tartaric, structured.",Washed,Maracaturra,,-,Nicaragua
96,8,89.08,La Ampliación 2017,,$8.80/lb,"$7,796.80",Kaffebrenneriet As,Guillermo Montenegro Ayestas,,Nicaragua,2017,Dipilto,Nueva Segovia,"Rich, long aftertaste, juicy, delicate.","Caramel, lime, chocolate, red apple, cherry, cacao, molasses, lychee peach, fig, dates, meringue.","Lemon zest, sweet citric, tartaric, lemon.",Washed,Maragogype,,-,Nicaragua
97,9,89.04,El Naranjo Dipilto 2017,,$9.10/lb,"$8,205.29",Kafema,Luis Emilio Valladarez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Cherries, brown sugar, peach, syrupy, floral aftertaste.","Mint, honey, tamarind, blackberry, lime, orange, cola.","Bright, raspberry.",Washed,Maracaturra,,-,Nicaragua
98,10,88.58,El Carmen 2017,,$9.10/lb,"$7,989.80","UCC Ueshima Coffee Co., Ltd.",Luis Emilio Valladarez,,Nicaragua,2017,San Juan Del Rio Coco,Madriz,"Butter apricot- round, dense honey yellow plum dark chocolate.","Hazelnut, caramel chocolate, chocolate fudge red current cherry cinnamon caramel licorice, mandarin, red apple.","Lemon, complex, almonds, tartaric.",Washed,Maracaturra,,-,Nicaragua
99,11,88.33,Buenos Aires 2017,,$12.11/lb,"$12,739.72","Pebble Coffee Co., Ltd.",Luis Emilio Valladarez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Winey, orange after-taste, complex, lime.","Melon, caramel. red apple, roasted almonds, bright, white tea, currant caramel.","Grapefruit, citric, green grape, malic.",Washed,Maracaturra,,-,Nicaragua
100,12,88.12,La Montañita 2017,,$8.10/lb,"$7,824.60",Wataru for OGAWA COFFEE,Jaime Blandon Rivera,,Nicaragua,2017,San Rafael Del Norte,Jinotega,"Lingering mouthfeel, long aftertaste.","Hazelnut, white chocolate, orange, plum, stone fruit, apple, caramel, sweet wood, raisin, licorice, sweet vanilla, sweet corn.","Bright, malic, mandarin.",Washed,Maragogype,,-,Nicaragua
101,13,87.91,Un Regalo de Dios 2017,,$12.11/lb,"$8,009.31",Kyokuto Fadie Corporation,Luis Alberto Balladarez Moncada,,Nicaragua,2017,Mozonte,Nueva Segovia,"Jammy, complex, winy, juicy.","Toffee, caramel, cherry, cranberry, chocolate mousse, lemon lime, blood orange, jasmine, floral, lime, grapes, oranges, brown sugar.","Crisp, sturdy, tartaric, malic, bright.",Washed,Maracaturra,,-,Nicaragua
102,14,87.83,Ojo de Agua 2017,,$8.10/lb,"$7,929.90",Ecom Japan Limited,Luis Emilio Valladarez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Complex, mouth coating,","Raspberry, plum, dark coffee, toffee, molasses, apricot, cherry almond, plum, cocoa nibs, pineapple.","Iced lemon tea, fresh, tartaric, bright crisp.",Washed,Maracaturra,,-,Nicaragua
103,15,87.79,Ojo de Agua 2017,,$8.25/lb,"$11,673.75",Solberg & Hansen As,Juan Ramón Diaz Suárez,,Nicaragua,2017,Dipilto,Nueva Segovia,Smoky.,"Red currant, chocolate, plum, red wine, cane juice, berry, red fruits, toffee, passionfruit.","Complex fruit, mandarin, well-balanced with fruit, citric, lactic, fruit.",Honey,Hybrid,,-,Nicaragua
104,16,87.79,El Ciprez 2017,,$11.10/lb,"$8,442.55",Brew92,Isabel Eugenia Albir Arguello,,Nicaragua,2017,Dipilto,Nueva Segovia,"Well rounded, complex, long finish, blueberry, very clean.","Chocolate, berries, jasmine, red fruits, banana bread, raisin, white chocolate, dry strawberry, green tea, perfume, chamomile, vanilla, mango.","Crisp, citric, structured, mandarin.",Natural,Caturra,,-,Nicaragua
105,17,87.75,La Laguna 2017,,$7.50/lb,"$6,688.35","Wataru & Co., Ltd",Luis Emilio Valladarez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Syrupy mouthfeel, lemon aftertaste, round mouthfeel.","Orange, molasses, chocolate, lemon, blueberry, cookie dough, red apple, brown sugar.","Citric, malic, green apple.",Washed,Caturra,,-,Nicaragua
106,18,87.7,La Tormenta 2017,,$7.20/lb,"$7,250.40",Honu Kato Coffee Inc.,Francisco Irene Olivera Ruiz,,Nicaragua,2017,Dipilto,Nueva Segovia,"Juicy, transparent, juicy, very clean, medium body.","Caramel, nuts, dark fruit, plum, black currant, sugarcane brown sugar, orange, almond, intense sweet.","Citric, strong tartaric.",Washed,Maracaturra,,-,Nicaragua
107,19,87.45,La Divina Providencia 2017,,$7.82/lb,"$6,465.03","List & Beisler GmbH Hamburg, Tres Cabezas Berlin",Misael Sauceda Olivera,,Nicaragua,2017,Dipilto,Nueva Segovia,"Sweet spicy aftertaste, winey, juicy transparent, orange creamy mouthfeel.","Flavor caramel, malt chocolate, green apple, lemon, roasted hazelnuts, mandarin, berry-like.","Citric, lemon.",Washed,Maragogype,,-,Nicaragua
108,20,86.66,San Jose 2017,,$7.60/lb,"$5,277.82","Wataru & Co., Ltd","MIMC S,A",,Nicaragua,2017,Jinotega,Jinotega,"Chocolate, smooth, melon.","Lychee, ginger, mandarin, floral, roasted almonds, rum raisin, caramel, chocolate.",Citric.,Honey,Java,,-,Nicaragua
109,21,86.62,Santa Maria 2017,,$8.71/lb,"$20,162.17","Pebble Coffee Co., Ltd.",Victor Manuel Robelo Rodriguez,,Nicaragua,2017,Matagalpa,Matagalpa,"Heavy body, coating, complex, papaya, mango, long aftertaste.","Milk chocolate, plum, cranberries, red fruits, port wine, mint, cherry.","Lime, bright, tartaric.",Natural,Catuai Yellow,,-,Nicaragua
110,22,86.58,Agropecuaria el Cielo 2017,,$7.10/lb,"$17,600.90","Wataru & Co., Ltd",Agropecuaria El Cielo,,Nicaragua,2017,El Tuma La Dalia,Matagalpa,"Creamy, fresh aftertaste, long lasting, aftertaste, nice mouth feel, silky, melon.","Plum, dark fruits, sugar cane, lime, black currant, yellow raisins, chocolate.","Orange, malic, tartaric, bright, creamy.",Washed,Hybrid,,-,Nicaragua
111,23,86.37,Santa Rita 2017,,$7.11/lb,"$5,602.68","Wataru & Co., Ltd",Roberto Carlos Castellanos Rodriguez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Dense, balanced, long body.","Chocolate, milk, caramel, brown sugar, lemon, caramel, brazil nut, syrup.","Citric, grapefruit, kiwi.",Washed,Maracaturra,,-,Nicaragua
112,24,86.16,Santa Teresa 2017,,$7.80/lb,"$6,447.79",Vigilante Coffee Company,Joaquin Augusto Lovo López,,Nicaragua,2017,Dipilto,Nueva Segovia,"Juicy, round, stable.","Hazelnut, chocolate, orange, cherry, lime, lemon, roasted red apple, pineapple.","Citric, tartaric, complexity.",Washed,Caturra,,-,Nicaragua
113,25,86.08,Santa Prisca 2017,,$7.20/lb,"$6,789.60",Kyokuto Fadie Corporation,Leonel De Jesús Rodriguez Valladarez,,Nicaragua,2017,Dipilto,Nueva Segovia,"Juicy, creamy, round.","Honey, green apple, lychee, vanilla, molasses, apple, sweet herbal,","Bright, malic, citric, green apple.",Washed,Maracaturra,,-,Nicaragua
114,1a,91.8,Finca La Bendicion – Finca La Bendicion,,$31.60/lb,"$14,288.57","Maruyama Coffee (Japan), Sarutahiko Coffee (Japan), Good Boy Bob Coffee (U.S.A.)",Luis Alberto Balladarez Moncada,,Nicaragua,2018,Nueva Segovia,,"maple syrup, winey, and effervescent","maracuya, melon, red wine, mango, raisin, green apple, cherry, cider, prune, stewed strawberries, and stewed fruit","complex, floral, tartaric, and juicy.",Natural,Red Pacamara,,,Nicaragua
115,1b,91.8,Finca La Bendicion – Finca La Bendicion,,$32.09/lb,"$12,734.27",Brew92 Cafe & Roastery,Luis Alberto Balladarez Moncada,,Nicaragua,2018,Nueva Segovia,,"maple syrup, winey, and effervescent","maracuya, melon, red wine, mango, raisin, green apple, cherry, cider, prune, stewed strawberries, and stewed fruit","complex, floral, tartaric, and juicy.",Natural,Red Pacamara,,,Nicaragua
116,2a,90.42,Las Promesas de San Blas – Gonzalo Adán Castillo Moreno,,$15.30/lb,"$7,083.44",Rehm & Co. / Benecke Coffee GmbH & Co.,Gonzalo Adán Castillo Moreno,1200 - 1300 Mts,Nicaragua,2018,Nueva Segovia,,"graham cracker, long finish, rich, and honeyed.","rose, honey, jasmine, peach, pear, malted, white grape, green apple, caramel brownie, melon and cassis, and watermelon.","soft lactic, citric, orange, and complex.",Honey, Hybrid,,,Nicaragua
117,2b,90.42,Las Promesas de San Blas – Gonzalo Adán Castillo Moreno,,$15.30/lb,"$7,083.44","Time’s Club, Coffee Libre",Gonzalo Adán Castillo Moreno,1200 - 1300 Mts,Nicaragua,2018,Nueva Segovia,,"graham cracker, long finish, rich, honeyed, and viscous.","rose, honey, jasmine, peach, pear, malted, white grape, green apple, caramel brownie, melon and cassis, and watermelon.","soft lactic, citric, orange, and complex.",Honey,Hybrid,,,Nicaragua
118,3a,90.38,Jesus Mountain – JESUS MOUNTAIN COFFEE COMPANY S.A,,$10.30/lb,"$4,087.35","TOA COFFEE Co., Ltd.",JESUS MOUNTAIN COFFEE COMPANY S.A,,Nicaragua,2018,Nueva Segovia,,"long finish, smooth and creamy mouthfeel.","peach, green grape, golden raisin, pineapple, jasmine, mandarin, cassis, blueberry, kiwi, lychee, white grape, almond, sparkling wine, lemongrass, grape must, candied, brown sugar and hibiscus.","yogurt, lactic, stone fruit acidity, black currant, and cranberry-apple.",Washed,Red Pacamara,,,Nicaragua
119,3b,90.38,Jesus Mountain 3b – JESUS MOUNTAIN COFFEE COMPANY S.A,,$10.20/lb,"$3,510.53",Campos Coffee,JESUS MOUNTAIN COFFEE COMPANY S.A,,Nicaragua,2018,Nueva Segovia,,"long finish, smooth and creamy mouthfeel.","peach, green grape, golden raisin, pineapple, jasmine, mandarin, cassis, blueberry, kiwi, lychee, white grape, almond, sparkling wine, lemongrass, grape must, candied, brown sugar and hibiscus.","yogurt, lactic, stone fruit acidity, black currant, and cranberry-apple.",Washed,Red Pacamara,,,Nicaragua
120,4a,90.23,El Cambalache – Abner Samuel Zavala Gonzalez,,$9.60/lb,"$4,781.09",Kafferostare Per Nordby,Abner Samuel Zavala Gonzalez,,Nicaragua,2018,Nueva Segovia,,elegant and super clean.,"fleshy, lemonade, white wine, honey, red apple, cherry, fudge, pinot noir, molasses, green apple, candied apple, rose, and caramel.","structured acidity, sparkling, cherries, mandarin, tartaric, consistent, transparent, improved on cool, sweet finish, spicy undertone, and dynamic.",Washed,Maracaturra,,,Nicaragua
121,4b,90.23,El Cambalache – Abner Samuel Zavala Gonzalez,,$10.60/lb,"$4,907.48",HoneyCoffee (Izaki Coffee Co. Ltd),Abner Samuel Zavala Gonzalez,,Nicaragua,2018,Nueva Segovia,,elegant and super clean.,"fleshy, lemonade, white wine, honey, red apple, cherry, fudge, pinot noir, molasses, green apple, candied apple, rose, and caramel.","structured acidity, sparkling, cherries, mandarin, tartaric, consistent, transparent, improved on cool, sweet finish, spicy undertone, and dynamic.",Washed,Maracaturra,,,Nicaragua
122,5a,90.22,Un Regalo de Dios – Luis Alberto Balladarez Moncada,,$15.50/lb,"$6,150.87","Adachi Coffee, Uchida Coffee, Maruyama Coffee",Luis Alberto Balladarez Moncada,,Nicaragua,2018,Nueva Segovia,,"coconut, delicate, amazing sweetness, consistent throughout, milk chocolate, and lush body.","honey, mango, pineapple, sweet orange, grapefruit, orange, guava, peach, golden raisin, cane sugar, brown sugar, cherry, and plum.","white grape, tropical, elegant, and structured.",Honey,Red Pacamara,,,Nicaragua
123,5b,90.22,Un Regalo de Dios – Luis Alberto Balladarez Moncada,,$15.31/lb,"$6,075.47",Single O,Luis Alberto Balladarez Moncada,,Nicaragua,2018,Nueva Segovia,,"coconut, delicate, amazing sweetness, consistent throughout, milk chocolate, and lush body.","honey, mango, pineapple, sweet orange, grapefruit, orange, guava, peach, golden raisin, cane sugar, brown sugar, cherry, and plum.","white grape, tropical, elegant, and structured.",Honey,Red Pacamara,,,Nicaragua
124,6,89.55,La Virgen – Ramacafe (Grupo Hueck Poncon),,$7.50/lb,"$10,650.00",Dabov Specialty Coffee,RAMACAFE,,Nicaragua,2018,Matagalpa,,"floral, apricot, and strong mouthfeel.","jasmine, honey, black tea, watermelon, golden delicious, strawberry, white grape, golden raisin, banana, sweet taffy, bergamot, mango and papaya.","floral, malic, juicy, creamy, consistent, increased sweetness, and velvety finish",Honey,Hybrid,,,Nicaragua
125,7,89.03,El Manantial – Gloria Stella Lopez Moreno,,$7.65/lb,"$7,497.00","Pebble Coffee Co., Ltd.",Gloria Stela Lopez Moreno,,Nicaragua,2018,Nueva Segovia,,"juicy, intense, watermelon, melon, textured, and honey.","rose, melon, quince, fresh orange, white grapefruit, panela, filbert, and butterscotch.","complex, and cherry.",Washed,Parainema,,,Nicaragua
126,8,88.94,El Esfuerzo – Ignacio Estrada Burgo,,$9.10/lb,"$7,222.31","Intelligentsia, George Howell Coffee, Ipsento, Onyx Coffee Lab,  Metric, Cafe Imports",Ignacio Estrada Burgo,,Nicaragua,2018,Jinotega,,"date sweetness, smooth mouthfeel, silky, heavy mouthfeel, salted caramel, and buttery.","lychee, passionfruit, grape, guava, mango, raspberry, blueberry, rose, and candied sweetness.","bright, juicy, prune acidity, and elegant.",Washed,Maracaturra,,,Nicaragua
127,9,88.91,La Esperancita – Industrial Ganadera de Nicaragua S.A,,$7.90/lb,"$7,512.90",Kafema,Industrial Ganadera de Nicaragua S.A,,Nicaragua,2018,Matagalpa,,very candied and fleshy,"honey, pineapple, red apple, orange, plum, prune, red apple, peach, golden raisin, nectarine, tea like, papaya, and tamarind.","white grapes, mandarin, complex, sparkling, lively acidity, and sweet tart candy.",Washed,Hybrid,,,Nicaragua
128,10,88.67,Los Angeles – Heberto de Jesus Rivas,,$7.10/lb,"$6,915.40",Honu Kato Coffee Inc.,Heberto de Jesus Rivas,,Nicaragua,2018,Madriz,,"almond butter, rich, heavy body, and almond butter.","red apple, candied, maraschino cherry, green apple, toffee, tea rose, papaya, tea like, red delicious apple, pear, and buttery.","malic, and varied.",Washed,Catimor,,,Nicaragua
129,11,88.67,San Judas Estate – Jorge Luis Ferrey Machado,,$10.00/lb,"$5,260.00",Sulalat Coffee Trading,Jorge Luis Ferrey Machado,,Nicaragua,2018,Matagalpa,,"molasses, sweet finish, and sugar cane.","mango, peach, green apple, raisin, red wine, dark chocolate, red apple, black tea, and pineapple.","malic, orange, and bright.",Natural,Hybrid,,,Nicaragua
130,12,88.59,Las Nubes – Las Nubes S.A / Victor Robelo,,$9.10/lb,"$7,222.31","TOA COFFEE Co., Ltd.",Las Nubes S.A,,Nicaragua,2018,Matagalpa,,"complex and dynamic, prune, and tobacco finish.","very sweet, cane sugar, pink lemonade, apple cider, rosemary, sweet tobacco, spiced, vanilla, mango, dark chocolate, fudge, raisin, and coco.","tartaric, black currant, and berry-like.",Natural,Red Pacamara,,,Nicaragua
131,13,88.53,La Divina Providencia – Misael Sauceda Olivera,,$7.50/lb,"$6,598.73",Caravela Coffee,Misael Sauceda Olivera,,Nicaragua,2018,Nueva Segovia,,"juicy body, and granny smith apple.","pineapple, stone fruit, apricot, orange, prune, spiced orange, caramel, guarana, and green grape.","malic, very juicy, tart, and citric.",Washed,Maragogype,,,Nicaragua
132,14,88.53,El Recuerdo – El Recuerdo,,$7.40/lb,"$4,654.60","Maruyama Coffee, Sunshine State Espresso",José Javier González López,,Nicaragua,2018,Nueva Segovia,,,"sweet tea, cherry, caramel, fruit berry, heavy sweetness, jasmine, sugar cane, and clean finish.","sparkling, clean, lemon note, green grape acidity, mandarin, and orange.",Washed,Catuaí Red,,,Nicaragua
