Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
232,6,88.5,UN REGALO DE DIOS,590,$13.10,"$7,729.00","YOKOI COFFEE, YAMADA COFFEE, Sugi Coffee Roasting, Japan Roasters’ Network",Luis Alberto Balladres,1350,Nicaragua,2023,,,"Vanilla, Bakers Chocolate, Brown Sugar, Cream, Lemon, Raspberry, Strawberry, Sugarcane","White Grape, Apricot, Black Cherry, Black Tea, Caramel, Chocolate, Dried Fruit, Grape, Grapefruit, Honey,  Jasmine,  Lemon, Melon, Nectarine, Orange, Pear, Praline, Red Currant, Rose water, Vanilla, White peach, Yellow fruits","Malic Acid, Crisp, Green Apple, Juicy, Srone, Tartaric",Natural,Pacamara,,,Nicaragua
233,7,88.25,QUITASUEÑOS,714,$7.20,"$5,140.80","Wataru & Co., Ltd. – Japan",Exportadora Atlantic S.A,900,Nicaragua,2023,,,"Almond, Cherry, Chocolate, Dark Green, Marshmallow, Pomelo, Sage","Black Tea, Floral, Almond, Banana, Black Cherry, Black Currant, Blackberry, Brown Spice, Candy, Chocolate, Coconut, Cream, Ginger, Golden apple, Grape, Grapefruit, Green Apple, Green Tea, Hazelnut, Honey,  Lemongrass, Lime, Mango, Milk Chocolate, Peach, Prune, Raspberry, Roasted Hazelnut, Spearmint, Vanilla, Watermelon, Yellow fruts","Balanced, Citric Acid, Crisp, Green Apple, Lively, Sparkling, Stone Malic, Winey",Lavado,Hybrid H1,,,Nicaragua
234,8,88.1,COFFEE LIBRE S.A.,505,$70.20,"$35,451.00",DECAMERON COFFEE – China,Coffe Libre S.A,1650,Nicaragua,2023,,,"Bilberry, Blueberry, Butter, Cherry, Chocolate blanco, Dark Chocolate,  Peach,  Stone Fruit, Tea Rose,  Vanilla","Floral, Orange, Caramel, Hazelnut, Red Apple, Bergamot, Black Cherry, Blueberry, Brown Spice, Cherry,  Grape, Grapefruit, Honey, Kivi, Panela, Plum, Redfruits, Rose, White Grape","Malic Acid, Citrus Fruit, Crisp, Delicate, Grape, Lime, Lively, Mandarin Orange, Stone Fruit",Washed,Geisha,,,Nicaragua
235,9,88.0,LA ORQUIDEA,644,$15.20,"$9,788.80",Wataru for Voila Coffee,Argen Roesma,1400,Nicaragua,2023,,,"Almond, Blackberry, Camomile, Cardamon Caraway, Cedar, Chocolate, Ginger, Lime, Orange,","Brown Sugar, Orange, Stone Fruit, Apricot, Bakers Chocolate, Brown Roast, Brown Spice, Cashew, Chocolate, Clove, Dried Fruit, Dried rruit, Dusty cocoa, Floral, Grapefruit, Green Apple, Hazelnut, Honey, Mango, Mild, Nut, Red Currant, Roasted Almond, Yellow fruits","Balanced, Citric Acid, Crisp, Green Apple, Juicy, Malic Acid, Mild, Orange, Papaya, Red Apple, Red Grape, Stone Fruit",Washed,Maracaturra,,,Nicaragua
236,10,87.95,EL PORVENIR,560,$7.00,"$3,920.00","Wataru & Co., Ltd. – Japan",Martha Margarita Marin Rodriguez,1500,Nicaragua,2023,,,"Almond, Bergamot, Brown Sugar, Caramel, Cherry, Chocolate, Lemon & Lime, Licorice-anise, Maple, Olive, Pine, Pipe Tobacco, Sage, Sugarcane","Cherry, Chocolate, Plum, Red Apple, Bittersweet Chocolate, Caramel, Citrus, Cocoa nibs, Dried orange, Grape, Hazelnut, Mango, Milk Chocolate, Molasses, Pipe Tobacco,  Red fruits floral, Rose, Walnut, Winey","Citric Acid, Grapefruit, Juicy, Juisy, Malic Acid, Orange, Plum, Stone Fruit, Tartaric",Washed,Maragogype,,,Nicaragua
237,11,87.35,BUENA ESPERANZA,529.11,$10.50,"$5,555.66",1895 by Lavazza – Italy,Agricola Rajuanse S.A.,1150,Nicaragua,2023,,,"Floral, Guava, Hibiscus, Honey, Lemon, Mango, Papaya, Roasted Hazelnut, Stone Fruit, Swiss, Vanilla","Caramel, Green Apple, Red Apple, Berry, Bittersweet Chocolate, Black Currant, Black Tea, Blackberry, Chocolate, Cranberry, Floral, Grape, Green Grape, Hazelnut, Kiwi, Mandarin Orange, Muscat, Nectarine, Orange, Orange Blossom, Prune, Red Grape, Strawberry, Tangerinee, Vanilla, White peach, Yellow plum","Crisp, Balance, Clementine, Green Apple, Juisy, Lactic, Lemon, Stone Fruit, Tart",Natural,Hybrid H1,,,Nicaragua
238,12,87.3,LA PICONA,588,$7.20,"$4,233.60",M.I.Coffee Corporation – South Korea,Olga Marina González,1400,Nicaragua,2023,,,"Dark Chocolate, Floral, Grape, Green Apple, Green Tea, Lime, Tangerine, Vainilla","Chocolate, Black Currant, Black Tea, Brown Spice, Chardonnay, Cream, Dried Fruit, Floral, Golden apple, Grape, Green Grape, Lemon, Mango, Melon, Nutty, Prune, Red Apple, White Grape, Yellow fruits","Malic Acid, Bight, Comolex, Juicy, Lactic, Orange, Red Grape, Tartaric",Washed,Maracaturra,,,Nicaragua
239,13,87.25,EL PROGRESO,488,$7.50,"$3,660.00",COFFEE COUNTY – Japan,Jairo Omar González,1650,Nicaragua,2023,,,"Banana,  Honey, Mango, Stone Fruit, Vainilla","Floral, Caramel, Apple, Apricot, Berry, Bittersweet Chocolate, Blueberry, Cherry, Chocolate, Cinnamon, Dark Chocolate, Jasmine, Lemon & Lime, Mandarin Orange, Mango, Melon, Muscat, Nutty, Paprika, Pineapple, Red fruit, Star Fruit, Stone Fruit, White peach","Bright, Berry, Complex, Malic Acid, Round",Washed,H3,,,Nicaragua
240,14,87.0,MONTESOL,"1,577.00",$7.80,"$12,300.60","Wataru & Co., Ltd. – Japan",Jaime Antonio Rosales Pasquier,1200,Nicaragua,2023,,,"Banana,  Honey, Mango, Stone Fruit, Vainilla","Floral, Caramel, Apple, Apricot, Berry, Bittersweet Chocolate, Blueberry, Cherry, Chocolate, Cinnamon, Dark Chocolate, Jasmine, Lemon & Lime, Mandarin Orange, Mango, Melon, Muscat, Nutty, Paprika, Pineapple, Red fruit, Star Fruit, Stone Fruit, White peach","Bright, Berry, Complex, Malic Acid, Round",Natural,Pacamara,,,Nicaragua
241,15,87.0,LA AURORA,512,$7.00,"$3,584.00","Wataru & Co., Ltd. – Japan",Mario José Gonzalez Morazan,1600,Nicaragua,2023,,,"Green Tea, Honey, Lemon, Lemon & Lime, Orange, Papaya","Brown Sugar, Lemon, Raisin, Black Tea, Blueberry, Brown Roast, Caramel, Chocolate, Dark Chocolate, Floral, Golden Raisin, Grape, Green Apple, Green Tea, Honey, Mandarin Orange, Milk Chocolate, Orange, Prune, Vanilla, Yellow fruits","Citric Acid, Citrus, Crisp, Lactic, Lemon & Lime, Malic Acid, Rounded, White Grape",Washed,Catuai,,,Nicaragua
242,16,87.0,LA HACIENDA,760,$5.60,"$4,256.00","Wataru & Co., Ltd. – Japan",María Dolores Rodríguez López,1500,Nicaragua,2023,,,"Floral,  Almond, Banana, Brown Spice, Caramel, Caramelo, Chocolate, Guayaba, Lime, Lychee, Mango","Chocolate, Plum, Almond, Brown Spice, Caramel, Apricot, Black Tea, Blackberry, Caramel apple,  Chamomile, Dark berries, Dark Chocolate, Floral, Honey, Jasmine Honeysuckle, Mango, Melon, Milk Chocolate, Orange, Purple fruits, Sugar cane juice, Vanilla","Red Apple, Balanced, Bright, Citric Acid, Mild, Orange",Washed,Maracaturra,,,Nicaragua
