,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
38,12,Burundi,2015,86.57,Nkaka (Greenco Burundi),5.4,22143.08,"GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Théodore Mbonimpa,1675.0,Mwumba,Ngozi,others_process,1,1,0,0,0,1,0,0,0,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12,Burundi,2015,86.57,Munkaze (Munkaze Coffee),5.3,5959.06,NAGAHAMA COFFEE Inc.,Juvénal Mukeshimana,,Kayanza,Kayanza,others_process,1,0,0,0,0,0,0,0,2,2,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,14,Burundi,2015,86.53,Gakenke (Greenco Burundi),5.0,16424.35,Coffee Libre,Salvator Nyandwi,1692.0,Kayanza,Kayanza,others_process,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,15,Burundi,2015,86.42,Mpanga (SEGEC),4.8,10793.76,Campos Coffee,Bernard Congera,,Kayanza,Kayanza,others_process,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,16,Burundi,2015,86.36,Yandaro (Greenco Burundi),5.0,25353.0,honuKATOCOFFEE Inc.,Jérôme Bankuwiha,1774.0,Kabarore,Kayanza,others_process,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,17,Burundi,2015,86.33,Kigobe (Kalico),4.6,14603.34,honuKATOCOFFEE Inc.,Jean Nkunzimana,,Vumbi,Kirundo,others_process,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,18,Burundi,2015,86.07,Buziraguhindwa (CPC),5.1,6408.81,elbgold Roestkaffee GmbH,Egide Minani,,Muruta,Kayanza,others_process,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,19,Burundi,2015,85.96,Mahonda (Sogestal Kirimiro),5.2,9285.8,Kyokuto Fadie Corporation,Mathieu Bizimana,,Bukirasazi,Gitega,others_process,0,1,1,0,0,0,0,0,2,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20,Burundi,2015,85.93,Butemba (Sogestal Kirimiro),4.5,9226.3,MC FOODS LIMITED,Pierre Hararawe,,Gitega,Gitega,others_process,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20,Burundi,2015,85.93,Rugori (Greenco Burundi),4.5,10674.72,"Wataru & Co., Ltd.",André Ntahompagaze,1680.0,Busiga,Ngozi,others_process,0,0,0,1,0,0,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,22,Burundi,2015,85.58,Buziraguhindwa (CPC),4.3,5119.11,Solberg & Hansen AS,Ramadhan Salum,,Muruta,Kayanza,others_process,0,0,1,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
