,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
17,17,El Salvador,2020,87.63,Roxanita,13.1,8816.3,"COFFEE COUNTY, RIO COFFEE, KARIOMONS COFFEE ROASTER",Ignacio Gutierrez Solis,1400.0,EL TUNEL,Chalatenango,natural,0,0,0,0,0,0,0,1,3,2,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,18,El Salvador,2020,87.5,Las Brumas,14.1,13959.0,"Wataru & Co., Ltd.",Juan Jose Ernesto Menendez Arguello,1900.0,TUNALMILES,Sonsonate,others_process,0,0,0,0,0,0,0,0,1,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,19,El Salvador,2020,87.44,El Topacio,12.7,9245.6,Wataru for Nozy Coffee,Maria Elena Avila De Muyshondt,1300.0,JUAN DE DIOS,Sonsonate,natural,0,0,0,0,0,0,0,0,3,4,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,20,El Salvador,2020,87.25,San Andres,12.1,24756.6,"Wataru & Co., Ltd.",Jose Alfredo Recinos Diaz,1600.0,EL TUNEL,Chalatenango,natural,0,0,0,0,0,0,0,1,3,2,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,21,El Salvador,2020,87.25,Don Octavio,12.2,11053.2,Dabov Specialty Coffee & Ascension Coffee Roasters,Jose Octavio Umaña Valdivieso,1650.0,TALQUEZALAR,Chalatenango,honey,0,0,0,0,0,0,0,1,3,2,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,22,El Salvador,2020,87.25,Los Pirineos,19.8,10909.8,Saza Coffee,"Agricafe, S.A. De C.V.",1400.0,SAN JOSE,Usulutan,natural,1,0,0,0,0,0,1,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1,El Salvador,2021,91.68,Mileydi,70.0,37664.9,BIGFACE,Ever Leonel Diaz Perez,,,,others_process,0,0,0,0,0,1,0,1,2,9,2,22,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1,El Salvador,2021,91.68,Mileydi,64.3,34021.13,"

HoneyCoffee (Izaki Coffee Co. Ltd)

",Ever Leonel Diaz Perez,,,,others_process,0,0,0,0,0,1,0,1,2,9,2,22,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,2,El Salvador,2021,91.29,El Conacaste,65.2,10568.92,"

Coffee Me Up (Korea), Coffee Therapy (Thailand), Tob Coffee (Arnia Ltd), Cuppingpost
⁣

","Choucri, S.A. De C.V.",,,,natural,0,0,0,0,0,0,0,1,2,8,6,16,3,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,2,El Salvador,2021,91.29,El Conacaste,64.1,8479.15,Latorre & Dutch Coffee (China) for 喬治隊長 Captain George / 芦田家咖啡研习社,"Choucri, S.A. De C.V.",,,,natural,0,0,0,0,0,0,0,1,2,8,6,16,3,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
