,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
30,6,Nicaragua,2014,88.67,Las Brumas,9.6,13584.0,CAFFE PASCUCCI S.p.A.,Rina Liseth Paguaga Buitrago,1450.0,San Fernando,Nueva Segovia,others_process,0,0,0,1,0,0,1,0,3,4,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,7,Nicaragua,2014,88.63,Cerro de Jesus,9.1,19100.9,"TOA COFFEE Co.,Ltd & ARAB COFFEE Co.,Ltd","Jesus Mountain Coffee Co., S.A. RL: Octavio Peralta Paguaga",1300.0,Dipilto,Nueva Segovia,others_process,1,0,0,0,0,1,0,0,2,4,1,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,8,Nicaragua,2014,87.93,Bella Aurora,9.6,11721.6,Gamsung international coffea coffee Inc.,Joaquin Agusto Lovo López,1450.0,Dipilto,Nueva Segovia,others_process,0,0,0,0,0,0,0,0,5,4,2,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,9,Nicaragua,2014,87.7,El Janeiro,9.7,20913.2,Kyokuto Fadie Corporation,Alfredo Arauz Siles,1200.0,San Rafael Del Norte,Jinotega,others_process,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,10,Nicaragua,2014,87.67,La Renovacion,8.7,13041.3,"TASHIRO COFFEE Co.,Ltd",Keyner Antonio Davila Tellez,1280.0,Jinotega,Jinotega,others_process,1,1,0,0,0,0,0,0,3,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,11,Nicaragua,2014,87.17,El Recuerdo / La Esperanza,8.5,26571.0,"Orsir Coffee (Taiwan), TRN (Taiwan Roasters Network）",Jose Javier Gonzalez Lopez / Carlos Alexander Lopez Pastrana,1400.0,Mozonte,Nueva Segovia,others_process,1,0,0,1,0,1,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,11,Nicaragua,2014,87.17,Buenos Aires,10.3,16510.9,Kaffebrenneriet as,Carlos Alberto Bendaña Albir,1300.0,Dipilto,Nueva Segovia,others_process,0,0,0,1,0,1,0,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,13,Nicaragua,2014,86.73,El Bosque,8.4,16220.4,"Cafe DAZAC, Cafe D, Coffee Sallim Factory, BeanStore, Crema Costa",Julio Peralta Salomon,1398.0,Ocotal,Nueva Segovia,others_process,0,0,0,0,0,1,0,0,3,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,14,Nicaragua,2014,86.47,Buenos Aires,8.35,13585.45,"ECOM Japan Limited for Bontain Coffee, VOILA Coffee, Ocami Coffee Roasters, NOZY COFFEE",Luis Emilio Valladarez,1300.0,Nueva Segovia,"Las Manos, Dipilto, Nueva Segovia",others_process,0,0,0,0,1,0,0,0,1,0,2,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,16,Nicaragua,2014,86.13,La Picona,8.3,18301.5,"Wataru & Co., Ltd.",Olga Marina González Cuadra,1300.0,Nueva Segovia,"Las Manos, Dipilto, Nueva Segovia",others_process,0,0,0,0,0,1,0,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,17,Nicaragua,2014,86.03,El Diamante,8.5,12894.5,La Colombe Torrefaction,William de Jesus Villagra Gutierrez,1250.0,Jalapa,Nueva Segovia,others_process,0,1,0,0,0,1,0,1,1,1,2,6,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,18,Nicaragua,2014,85.97,Ojo De Agua,8.4,14406.0,"Wataru & Co., Ltd.",Luis Emilio Valladarez,1600.0,Dipilto-Los Mares,Nueva Segovia,others_process,0,1,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,19,Nicaragua,2014,85.93,Santa María de Lourdes,8.1,10764.9,NAGAHAMA COFFEE Inc.,Octavio José Peralta Paguaga,1450.0,Nueva Segovia,"Bayancun, San Fernando, Nueva Segovia",others_process,0,0,0,1,1,1,0,1,1,2,0,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,20,Nicaragua,2014,85.83,Las Carmelitas,8.0,32032.0,"Nippon Coffee Trading Co.,Ltd",Vilma del Socorro Tellez Ballasteros,1250.0,Jinotega,Jinotega,others_process,0,0,0,1,0,0,0,2,3,4,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
