,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
37,3,México,2923,90.25,FINCA POCITOS,51.0,6746.28,Nanjing Eco Farm China for TarTar Coffee / TWO HANDS FULL,JESUS CARLOS CADENA VALDIVIA,1400.0,,,natural,0,0,0,0,1,0,0,0,0,1,3,9,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
38,3,México,2923,90.25,FINCA POCITOS,53.5,7076.98,"ACCIO BEANS COFFEE
CHG (剁手咖啡群) & Encore Coffee （云南谙客咖啡）",JESUS CARLOS CADENA VALDIVIA,1400.0,,,natural,0,0,0,0,1,0,0,0,0,1,3,9,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
39,4,México,2023,89.91,LOS AGUACATES,18.0,22619.34,"SAVAYA COFFEE LLC – USA

L’escargot d’or cosmetocafe FRANCE",AGUSTIN LOPEZ GUZMAN,1667.0,,,washed,0,0,0,0,0,0,0,0,1,5,2,6,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
40,5,México,2023,89.5,FINCA EL MIRADOR,15.1,15512.99,Full Sweet Coffee – Taiwan,ALFREDO FERNANDO WOOLRICH RAMIREZ,1400.0,,,honey,0,0,0,0,0,0,0,0,2,2,5,6,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41,6,México,2023,89.31,FINCA SINAI,15.3,10996.26,"Coffee Me Up (Korea), Coffee Therapy (Thailand), Tob Coffee (Arnia Limited),⁣⁣ DNU COFFEE, Bean & Bean Coffee – (New York City) – Lotus Lab, 331Roasters",DIEGO MANUEL WOOLRICH RAMIREZ,1400.0,,,washed,0,0,0,0,1,0,0,0,0,3,3,8,0,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,7,México,2023,89.22,EL CUERVO,9.1,22268.88,AL CAFECI SA DE CV – Mexico,SILVIA CAROLINA HERRERA HERNANDEZ,1700.0,,,natural,0,0,0,0,0,0,0,1,0,0,3,10,1,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,8,México,2023,89.13,ZAPOTITLA,16.0,8465.76,Nanjing Eco Farm China for TarTar Coffee / 啟程拓殖 TerraformCoffee / TWO HANDS FULL / Title coffee标题咖啡,JOSE JAVIER DEBERNARDI DELAVEQUIA,1350.0,,,natural,0,0,0,0,0,0,0,2,2,2,2,5,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,9,México,2023,88.41,ABAXOLOL,10.3,7947.69,terarosa – South Korea,GILBERTO JOSE LUIS BARRENA NAJERA,1260.0,,,washed,1,0,0,0,0,0,0,1,1,2,0,9,0,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45,10,México,2023,88.16,LA NENA,10.1,5165.85,M.I.Coffee Corporation – South Korea,INGRID ALEJANDRA HERNANDEZ LOPEZ,1100.0,,,washed,1,0,0,0,0,0,0,0,0,1,0,9,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,11,México,2023,88.16,FINCA KASSANDRA,12.1,5601.94,SHRUB COFFEE and ETHICUS coffee roasters by MARUKAI,GABRIEL BERNARD RIVAS ROSS,1250.0,,,natural,0,0,0,0,0,0,0,1,2,1,0,11,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,12,México,2023,88.0,FINCA LA LOMITA,26.1,15536.03,ECOM Japan for NOZY COFFEE & COFFEE COUNTY,MARCELINO BARRUETA AVILES,2100.0,,,washed,1,0,0,0,0,0,0,1,3,4,2,11,0,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
48,13,México,2023,87.97,LA GUADALUPE,27.8,6496.58,Full Sweet Coffee – Taiwan,ZOILO BARRAGAN CRUZ,,,,natural,0,0,0,0,0,0,0,2,3,1,3,4,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,14,México,2023,87.88,FINCA HUEHUETEPAN,20.2,4008.08,Cypher Roastery LLC – UAE,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,1350.0,,,natural,0,0,0,0,0,0,0,1,2,1,1,9,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,15,México,2023,87.81,FINCA EL ESTRIBO,8.8,5820.23,"Wataru & Co., Ltd. – Japan",ADAN ALTAMIRANO DOMINGUEZ,1500.0,,,natural,0,0,0,0,0,0,0,2,4,3,0,5,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
51,16,México,2023,87.81,FINCA EL IZOTE,9.3,7750.16,"Xiamen Doowell Ocean Biotechnology Co., Ltd. – China",CARLOS HUGO LOEZA SANCHEZ,1475.0,,,washed,0,0,0,0,0,0,0,1,3,2,1,8,0,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
52,17,México,2023,87.41,FINCA TREBOLILLOS,15.2,7037.14,Wataru for OGAWA COFFEE. – Japan,ALEJANDRA MARTINEZ GAMA FERNANDEZ,1250.0,,,washed,0,0,0,0,0,0,0,1,2,2,2,6,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,18,México,2023,87.38,DINASTIA ALTAMIRANO,9.5,6911.44,KAFFEBRENNERIET AS – Norway,SAMUEL ALTAMIRANO JUAREZ,1500.0,,,honey,0,0,0,0,0,0,0,1,5,4,0,8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
54,19,México,2023,87.31,JADE,9.1,5777.86,"Wataru & Co., Ltd. – Japan",BERNARDINO LOPEZ RUIZ,1350.0,,,natural,0,0,0,0,0,0,0,1,3,2,0,10,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,20,México,2023,87.25,EL RIO,9.0,7063.56,honu加藤珈琲店株式会社 – Japan,GEMA MAGALI POSADAS MANZANO,1200.0,,,washed,0,0,0,0,0,0,0,1,3,2,0,20,1,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,21,México,2023,87.25,FINCA CRUZ VERDE,12.0,5555.64,Wataru for Voila Coffee. – Japan,GUILLERMO RIVAS DIAZ,1300.0,,,natural,0,0,0,0,0,0,0,2,2,7,3,18,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,22,México,2023,87.16,NARANJAL,10.5,5972.3,ECOM JAPAN LTD. – Japan,DEMETRIO RONQUILLO BONILLA,1200.0,,,washed,0,0,0,0,0,0,0,1,4,2,1,15,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,23,México,2023,87.16,SAN JUAN DEL VESUBIO,8.6,9631.57,Brew92 – Saudi Arabia,ELVIRA TREJO ESCOBAR,1800.0,,,washed,0,0,0,0,0,0,0,1,2,4,5,23,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,24,México,2023,87.13,FINCA CONSOLAPAN,8.6,9934.89,"Wataru & Co., Ltd. – Japan",MARIA CRISTINA AVILA CAMBEROS,1265.0,,,washed,1,0,0,0,0,0,0,1,2,3,3,7,0,0,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
60,25,México,2023,87.09,FINCA CORAHE,10.1,3339.97,"Saerin co.,Ltd(MGPG) – South Korea",RIGOBERTO CORDOVA ARROYO,900.0,,,natural,0,0,0,0,0,0,0,1,5,2,0,10,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,26,México,2023,87.06,EL POZO,9.1,6620.43,"KALDI COFFEE FARM (CAMEL COFFEE CO.,LTD.) – Japan",ALEJANDRO GONZALEZ RONZON,1240.0,,,natural,0,0,0,0,0,0,0,0,4,3,1,12,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,1,México,2014,91.59,El Estribo,16.1,19175.1,"TASHIRO COFFEE Co.,Ltd",Adan Altamirano Dominguez,,Nepopoalco/Zongolica,Veracruz,washed,0,1,0,1,0,1,0,0,0,4,0,9,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,México,2014,90.44,La Herradura,11.4,15082.2,"Maruyama Coffee, Tabei Coffee, Iwai Coffee, Yamada Coffee, Saza Coffee",Roberto Licona Franco,1340.0,Coatepec,Veracruz,washed,0,1,1,1,0,1,0,0,0,2,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,México,2014,90.32,Rancho Las Coles,15.7,8305.3,"Your Coffee, Time’s Club, Coffee Libre",Rauel Octavio Mariscal,1350.0,Coatepec,Veracruz,washed,1,1,0,0,0,1,0,0,1,3,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
