,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
10,10,Costa Rica,2014,87.6,Santa Lucía La Casa,9.0,13662.0,Dimattina Coffee,Marlene Mayela Brenes Morera,1650.0,Lourdes de Cirri de Naranjo,Valle Occidental,honey,0,0,1,0,0,0,0,1,3,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,Costa Rica,2014,87.6,La Entrada,8.5,12903.0,Solberg & Hansen AS,La Pira de Dota,1700.0,"Dota, Santa Maria",Tarrazú,others_process,0,0,0,0,1,0,0,0,5,3,1,8,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,11,Costa Rica,2014,87.5,La Vuelta,8.47,12857.46,"Cafe Imports, Barnie’s CoffeeKitchen, Deeper Roots Coffee",Alejandro Solis Blanco,1900.0,San Marcos,Tarrazú,others_process,1,0,1,1,0,0,0,1,2,4,1,6,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,12,Costa Rica,2014,87.37,Ortiz 1700,8.2,12447.6,Wataru for FRESH ROASTER COFFEE TONYA,Omar Calderón Madrigal,1750.0,"Dota, Santa Maria",Tarrazú,others_process,0,0,0,1,0,1,0,0,4,6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,13,Costa Rica,2014,87.27,El Cocobolo,7.6,11536.8,"DILIKAPO Coffee, RYANS COFFEE ROASTERS, Friendy Bean Coffee Roasters (Cafe Hong-si, Sim’s Coffee, 502 Coffee, Cafe Mule, Cafe Nara, Cafe Si-Gom)",La Pira de Dota,1700.0,"Dota, Santa Maria",Tarrazú,others_process,0,0,1,1,0,1,0,0,2,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,14,Costa Rica,2014,87.23,Finca Macho – 14,7.3,11081.4,"ALMACIELO (SOUTH KOREA), ROASTING HOUSE, EO-NEU-JO-EUN-NAL (ONE FINE DAY COFFEE KOREA)",Efrain Naranjo Blanco,1900.0,León Cortez-Llano Bonito,Tarrazú,others_process,0,1,0,0,0,0,0,1,1,4,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,15,Costa Rica,2014,87.07,La Trinidad,8.0,12144.0,"Wataru & Co., Ltd.",Luis Alberto Monge Ureña,1550.0,San Isidro de León Cortéz,Tarrazú,honey,0,0,0,1,1,0,0,0,1,0,1,4,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,16,Costa Rica,2014,86.97,Divino Niño,7.05,12795.75,honuKATOCOFFEE Inc.,Mauricio Vindas Vargas,1880.0,San Pablo de León Cortez,Tarrazú,others_process,0,0,0,0,0,1,0,0,3,2,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,17,Costa Rica,2014,86.93,Farami Juan Luis,7.5,20295.0,"Linking Coffee Co., Ltd.",Juan Luis Fallas Mata,1750.0,"Dota, Santa Maria",Tarrazú,others_process,0,0,0,0,0,1,0,0,3,6,0,5,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,18,Costa Rica,2014,86.87,La Nena,7.3,16381.2,"Wataru & Co., Ltd.",Juan José Alvarado,1600.0,San Francisco,Valle Central,others_process,0,0,0,1,0,0,0,1,2,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19,Costa Rica,2014,86.83,El Dragón,7.1,10777.8,"Wataru & Co., Ltd.",Oscar Adolfo Monge Ureña,1600.0,Parritilla la Legua de Aserri,Tarrazú,others_process,0,0,1,0,0,1,0,2,3,3,2,6,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21,20,Costa Rica,2014,86.17,Santa Lucía – {O},7.4,17012.6,Kyokuto Fadie Corporation,Ricardo Peréz Barrantes,1700.0,Llano bonito de Naranjo,Valle Occidental,others_process,0,1,0,1,0,0,0,0,5,4,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,21,Costa Rica,2014,85.87,El Aguacate,7.1,10777.8,"Wataru & Co., Ltd.",Alejandro Solis Blanco,1800.0,San Marcos,Tarrazú,others_process,0,0,0,0,0,0,0,0,5,7,0,3,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,22,Costa Rica,2014,85.57,La Plaza,7.05,10701.9,"Wataru & Co., Ltd.",Gelbert Naranjo Vargas,1900.0,León Cortez-Llano Bonito,Tarrazú,washed,0,0,0,0,0,0,0,0,1,5,1,6,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
